v,f(v)
240,5.7899687825086786863683715154131787668896497049682E-32
241,5.8383190426542406270399636947023544252630247486952E-32
242,5.8868703433825278974518264265991219594282457854341E-32
243,5.9356226846935404934670190243280191168581935151577E-32
244,5.9845760665872784109486008011136214795480906172508E-32
245,6.0337304890637416457596310701805424647262587953674E-32
246,6.0830859521229301937631691447534333243206846264487E-32
247,6.1326424557648440508222743380569831453173290406809E-32
248,6.1823999999894832128000059633159188494003523656914E-32
249,6.2323585847968476755594233337550051931309026975676E-32
250,6.2825182101869374349635857625990447679471159021535E-32
251,6.3328788761597524868755525630728780005319507048714E-32
252,6.3834405827152928271583830484013831517126143833293E-32
253,6.4342033298535584516751365318094763177435891431306E-32
254,6.4851671175745493562888723265221114297592759217064E-32
255,6.5363319458782655368626497457642802535871458884706E-32
256,6.5876978147647069892595281027610123899316579903805E-32
257,6.6392647242338737093425667107373752745625729328161E-32
258,6.6910326742857656929748248829184741777514767205695E-32
259,6.7430016649203829360193619325294522052133505570572E-32
260,6.7951716961377254343392371727954902967839765532172E-32
261,6.8475427679377931837975099169418072281264873725736E-32
262,6.9001148803205861802572394781936596088299079562019E-32
263,6.9528880332861044195814851697763418839325203627548E-32
264,7.0058622268343478976333063049151863333525253956876E-32
265,7.0590374609653166102757621968355630716938667112140E-32
266,7.1124137356790105533719121587628800484374757560652E-32
267,7.1659910509754297227848155039225830479412717687895E-32
268,7.2197694068545741143775315455401556894401617810480E-32
269,7.2737488033164437240131195968411194274402543193634E-32
270,7.3279292403610385475546389710510335507369888513928E-32
271,7.3823107179883585808651489813954951831984340135851E-32
272,7.4368932361984038198077089411001392837689513085778E-32
273,7.4916767949911742602453781633906386462728209954907E-32
274,7.5466613943666698980412159614927038988119304522472E-32
275,7.6018470343248907290582816486320835051653060873884E-32
276,7.6572337148658367491596345380345637637925880019458E-32
277,7.7128214359895079542083339429259688074244287666650E-32
278,7.7686101976959043400674391765321606044774128574447E-32
279,7.8245999999850259026000095520790389578421059864794E-32
280,7.8807908428568726376691043827925415050808946930016E-32
281,7.9371827263114445411377829818986437194538212528122E-32
282,7.9937756503487416088691046626233589080735463231999E-32
283,8.0505696149687638367261287381927382133385868588833E-32
284,8.1075646201715112205719145218328706131487414440382E-32
285,8.1647606659569837562695213267698829190366052821700E-32
286,8.2221577523251814396820084662299397786603490244180E-32
287,8.2797558792761042666724352534392436735124432293927E-32
288,8.3375550468097522331038610016240349208005999426407E-32
289,8.3955552549261253348393450240105916721918576745758E-32
290,8.4537565036252235677419466338252299142302427572732E-32
291,8.5121587929070469276747251442943034683367693457660E-32
292,8.5707621227715954105007398686442039908094394193429E-32
293,8.6295664932188690120830501201013609732526279658634E-32
294,8.6885719042488677282847152118922417412918583908843E-32
295,8.7477783558615915549687944572433514562884122941449E-32
296,8.8071858480570404879983471693812331140526394002541E-32
297,8.8667943808352145232364326615324675452718772645640E-32
298,8.9266039541961136565461102469236734155104512744686E-32
299,8.9866145681397378837904392387815072252096746507006E-32
300,9.0468262226660872008324789503326633101274919807283E-32
301,9.1072389177751616035352886948038738400224795806356E-32
302,9.1678526534669610877619277854219088206307759124283E-32
303,9.2286674297414856493754555354135760912421802450202E-32
304,9.2896832465987352842389312580057213273512031540939E-32
305,9.3509001040387099882154142664252280384441940784950E-32
306,9.4123180020614097571679638738990175693299957453524E-32
307,9.4739369406668345869596393936540490994724187418042E-32
308,9.5357569198549844734535001389173196432122615000056E-32
309,9.5977779396258594125126054229158640497673102984267E-32
310,9.6599999999794594000000145588767550034594884214013E-32
311,9.7224231009157844317787868600271030232627560615821E-32
312,9.7850472424348345037119816395940564632566758985211E-32
313,9.8478724245366096116626582108048015119420346683322E-32
314,9.9108986472211097514938758868865621931538362333155E-32
315,9.9741259104883349190686939810666003653761904123996E-32
316,1.0037554214338285110250171806572215722201740473484E-31
317,1.0101183558770960320901368676630745791638491832458E-31
318,1.0165013943786360546885343904469565937267540022363E-31
319,1.0229045369384485784065156803316089356617855104359E-31
320,1.0293277835565336028303866686397767083261915838699E-31
321,1.0357711342328911275464532866942087984481935269799E-31
322,1.0422345889675211521410214658176578763375020507068E-31
323,1.0487181477604236762003971373328803957211104133819E-31
324,1.0552218106115986993108862325626365938608990656928E-31
325,1.0617455775210462210587946828296904915067403407231E-31
326,1.0682894484887662410304284194568098928248365583492E-31
327,1.0748534235147587588120933737667663855643449240366E-31
328,1.0814375025990237739900954770823353409146399288807E-31
329,1.0880416857415612861507406607262959135769019715471E-31
330,1.0946659729423712948803348560214310416919425452148E-31
331,1.1013103642014537997651839942905274469122325030486E-31
332,1.1079748595188088003915940068563756344265953700481E-31
333,1.1146594588944362963458708250417698928389390022400E-31
334,1.1213641623283362872143203801695082942895239277459E-31
335,1.1280889698205087725832486035623926943820557945047E-31
336,1.1348338813709537520389614265432287322079390385904E-31
337,1.1415988969796712251677647804348258303709701960613E-31
338,1.1483840166466611915559645965599971949381711014166E-31
339,1.1551892403719236507898668062415598154394225181163E-31
340,1.1620145681554586024557773408023344649667503030429E-31
341,1.1688599999972660461400021315651457000504924784239E-31
342,1.1757255358973459814288471098528218607086858553999E-31
343,1.1826111758556984079086182069881950704470660341551E-31
344,1.1895169198723233251656213542941012362842736332203E-31
345,1.1964427679472207327861624830933800486763821499256E-31
346,1.2033887200803906303565475247088749816429291063989E-31
347,1.2103547762718330174630824104634332926154588528874E-31
348,1.2173409365215478936920730716799060225639200833656E-31
349,1.2243472008295352586298254396811479959206807785343E-31
350,1.2313735691957951118626454457900178206058077090458E-31
351,1.2384200416203274529768390213293778880527855822615E-31
352,1.2454866181031322815587120976220943731572985708923E-31
353,1.2525732986442095971945706059910372342768639435179E-31
354,1.2596800832435593994707204777590802133601605370762E-31
355,1.2668069719011816879734676442491008357143840545901E-31
356,1.2739539646170764622891180367839804102120993471504E-31
357,1.2811210613912437220039775866866040291877043622358E-31
358,1.2883082622236834667043522252798605684895279023965E-31
359,1.2955155671143956959765478838866426874275853189864E-31
360,1.3027429760633804094068704938298468287995907546086E-31
361,1.3099904890706376065816259864323732189174090290929E-31
362,1.3172581061361672870871202930171258675278465299261E-31
363,1.3245458272599694505096593449070125679449106416211E-31
364,1.3318536524420440964355490734249448968908786089935E-31
365,1.3391815816823912244510954098938382146021783546044E-31
366,1.3465296149810108341426042856366116648297548485010E-31
367,1.3538977523379029250963816319761881748125449485759E-31
368,1.3612859937530674968987333802354944552235477940927E-31
369,1.3686943392265045491359654617374610002772443754925E-31
370,1.3761227887582140813943838078050220876489962203047E-31
371,1.3835713423481960932602943497611157785018636487356E-31
372,1.3910399999964505843200030189286839175138636727876E-31
373,1.3985287617029775541598157466306721328236740201753E-31
374,1.4060376274677770023660384641900298360576712116788E-31
375,1.4135665972908489285249771029297102223574082820302E-31
376,1.4211156711721933322229375941726702702973281656184E-31
377,1.4286848491118102130462258692418707420221523004002E-31
378,1.4362741311096995705811478594602761830817944817263E-31
379,1.4438835171658614044140094961508549225413450194184E-31
380,1.4515130072802957141311167106365790730092811978752E-31
381,1.4591626014530024993187754342404245304986131939804E-31
382,1.4668322996839817595632915982853709745377475212441E-31
383,1.4745221019732334944509711340944018681989173116747E-31
384,1.4822320083207577035681199729905044579300919388024E-31
385,1.4899620187265543865010440462966697737791952191803E-31
386,1.4977121331906235428360492853358926291975847536651E-31
387,1.5054823517129651721594416214311716212090948656392E-31
388,1.5132726742935792740575269859055091302121237377743E-31
389,1.5210831009324658481166113100819113202346999346999E-31
390,1.5289136316296248939230005252833881386505459553195E-31
391,1.5367642663850564110630005628329533164064472129577E-31
392,1.5446350051987603991229173540536243679371810120284E-31
393,1.5525258480707368576890568302684225911079232454599E-31
394,1.5604367950009857863477249228003730673578652819769E-31
395,1.5683678459895071846852275629725046615276538798815E-31
396,1.5763190010363010522878706821078500219743579708265E-31
397,1.5842902601413673887419602115294455805718350295558E-31
398,1.5922816233047061936338020825603315526819344226812E-31
399,1.6002930905263174665497022265235519370667885241585E-31
400,1.6083246618062012070759665747421545161221901570401E-31
401,1.6163763371443574147989010585391908556149788570972E-31
402,1.6244481165407860893048116092377163047993998611121E-31
403,1.6325399999954872301800041581607899965352216692985E-31
404,1.6406519875084608370107846366314748470227775434193E-31
405,1.6487840790797069093834589759728375560682171046165E-31
406,1.6569362747092254468843331075079486068767273256100E-31
407,1.6651085743970164490997129625598822662005458533012E-31
408,1.6733009781430799156159044724517165842500064675742E-31
409,1.6815134859474158460192135685065333947231417459205E-31
410,1.6897460978100242398959461820474183148357253715955E-31
411,1.6979988137309050968324082443974607452614073394607E-31
412,1.7062716337100584164149056868797538701615364423743E-31
413,1.7145645577474841982297444408173946571851602713208E-31
414,1.7228775858431824418632304375334838574993606192557E-31
415,1.7312107179971531469016696083511260057592111732086E-31
416,1.7395639542093963129313678845934294200163316597359E-31
417,1.7479372944799119395386311975835062019316753145872E-31
418,1.7563307388087000263097654786444722366238518642602E-31
419,1.7647442871957605728310766590994471926073576098712E-31
420,1.7731779396410935786888706702715545220069016491825E-31
421,1.7816316961446990434694534434839214603737814281588E-31
422,1.7901055567065769667591309100596790267469931920601E-31
423,1.7985995213267273481442090013219620236532319855689E-31
424,1.8071135900051501872109936485939090371379597958578E-31
425,1.8156477627418454835457907831986624367034890886129E-31
426,1.8242020395368132367349063364593683753398311293344E-31
427,1.8327764203900534463646462396991767895559839481656E-31
428,1.8413709053015661120213164242412413992862149937653E-31
429,1.8499854942713512332912228214087197080465009569419E-31
430,1.8586201872994088097606713625247730027465801608105E-31
431,1.8672749843857388410159679789125663538151776936495E-31
432,1.8759498855303413266434186018952686152320261129516E-31
433,1.8846448907332162662293291627960524243699601436074E-31
434,1.8933599999943636593600055929380942021210210978260E-31
435,1.9020952133137835056217538236445741528968232448751E-31
436,1.9108505306914758046008797862386762645969727508207E-31
437,1.9196259521274405558836894120435883085450262708157E-31
438,1.9284214776216777590564886323825018395840401435378E-31
439,1.9372371071741874137055833785786121961091040126958E-31
440,1.9460728407849695194172795819551184999068709379427E-31
441,1.9549286784540240757778831738352236562837134846122E-31
442,1.9638046201813510823737000855421343540660900934587E-31
443,1.9727006659669505387910362483990610655684511029436E-31
444,1.9816168158108224446161975937292180465281715066153E-31
445,1.9905530697129667994354900528558233362026388999092E-31
446,1.9995094276733836028352195571020987574023000191085E-31
447,2.0084858896920728544016920377912699163276262649866E-31
448,2.0174824557690345537212134262465662026993214623597E-31
449,2.0264991259042687003800896537912207897915882208128E-31
450,2.0355359000977752939646266517484706342350210846051E-31
451,2.0445927783495543340611303514415564762795133649940E-31
452,2.0536697606596058202559066841937228395970037422975E-31
453,2.0627668470279297521352615813282180313471297001503E-31
454,2.0718840374545261292855009741682941421772275256335E-31
455,2.0810213319393949512929307940372070462556719439220E-31
456,2.0901787304825362177438569722582164011720037627057E-31
457,2.0993562330839499282245854401545856481036280449069E-31
458,2.1085538397436360823214221290495820116155564799390E-31
459,2.1177715504615946796206729702664764998274719260334E-31
460,2.1270093652378257197086438951285439043470491413348E-31
461,2.1362672840723292021716408349590628001686169498821E-31
462,2.1455453069651051265959697210813155459090269967090E-31
463,2.1548434339161534925679364848185882836055642710522E-31
464,2.1641616649254742996738470574941709387832125668928E-31
465,2.1734999999930675475000073704313572204887268568232E-31
466,2.1828584391189332356327233549534446212227083664678E-31
467,2.1922369823030713636583009423837344169392382050028E-31
468,2.2016356295454819311630460640455316671826797776904E-31
469,2.2110543808461649377332646512621452149169505477105E-31
470,2.2204932362051203829552626353568876865936667837655E-31
471,2.2299521956223482664153459476530754921176315429403E-31
472,2.2394312590978485876998205194740288250193947571817E-31
473,2.2489304266316213463949922821430716621447916258425E-31
474,2.2584496982236665420871671669835317639309654800496E-31
475,2.2679890738739841743626511053187406743030515527887E-31
476,2.2775485535825742428077500284720337206044202052750E-31
477,2.2871281373494367470087698677667500137357508310709E-31
478,2.2967278251745716865520165545262324480857147259871E-31
479,2.3063476170579790610237960200738277014607786709210E-31
480,2.3159875129996588700104141957328862352251581230383E-31
481,2.3256475129996111130981770128267622941958156856527E-31
482,2.3353276170578357898733904026788139066774127691574E-31
483,2.3450278251743328999223602966124028845330921998232E-31
484,2.3547481373491024428313926259508948229724234896124E-31
485,2.3644885535821444181867933220176591007987023231143E-31
486,2.3742490738734588255748683161360688803032162882047E-31
487,2.3840296982230456645819235396295011072295604761541E-31
488,2.3938304266309049347942649238213365108090287860915E-31
489,2.4036512590970366357981984000349596037606139251338E-31
490,2.4134921956214407671800298995937586823269116303035E-31
491,2.4233532362041173285260653538211258262025320468492E-31
492,2.4332343808450663194226106940404568986058348980284E-31
493,2.4431356295442877394559718515751515461709237241859E-31
494,2.4530569823017815882124547577486131990555050960913E-31
495,2.4629984391175478652783653438842490709775255760769E-31
496,2.4729599999915865702400095413054701590705289961074E-31
497,2.4829416649238977026836932813356912439193408579313E-31
498,2.4929434339144812621957224952983308896691732030937E-31
499,2.5029653069633372483624031145168114439532299781124E-31
500,2.5130072840704656607700410703145590378194331125934E-31
501,2.5230693652358664990049422940150035858765307198597E-31
502,2.5331515504595397626534127169415787861844793097449E-31
503,2.5432538397414854513017582704177221203277909846616E-31
504,2.5533762330817035645362848857668748533051096392528E-31
505,2.5635187304801941019432984943124820336764915437735E-31
506,2.5736813319369570631091050273779924934899848743613E-31
507,2.5838640374519924476200104162868588482444798347029E-31
508,2.5940668470253002550623205923625374968893422865541E-31
509,2.6042897606568804850223414869284886219359366591790E-31
510,2.6145327783467331370863790313081761893836192882422E-31
511,2.6247959000948582108407391568250679486822954417891E-31
512,2.6350791259012557058717277948026354327695691988375E-31
513,2.6453824557659256217656508765643539580707434495072E-31
514,2.6557058896888679581088143334337026245364826910670E-31
515,2.6660494276700827144875240967341643155677072579965E-31
516,2.6764130697095698904880860977892256980530362962673E-31
517,2.6867968158073294856968062679223772223687877634720E-31
518,2.6972006659633614996999905384571131224548902121633E-31
519,2.7076246201776659320839448407169314155874405360448E-31
520,2.7180686784502427824349751060253339026820580072490E-31
521,2.7285328407810920503393872657058261680281197613126E-31
522,2.7390171071702137353834872510819175795171556122325E-31
523,2.7495214776176078371535809934771212883756913329229E-31
524,2.7600459521232743552359744242149542294709474579982E-31
525,2.7705905306872132892169734746189371210814919079909E-31
526,2.7811552133094246386828840760125944649735914162224E-31
527,2.7917399999899084032200121597194545464398268858362E-31
528,2.8023448907286645824146636570630494341833938670628E-31
529,2.8129698855256931758531444993669149804724174371162E-31
530,2.8236149843809941831217606179545908210241794035383E-31
531,2.8342801872945676038068179441496203750825688398993E-31
532,2.8449654942664134374946224092755508453404850025130E-31
533,2.8556709052965316837714799446559332179785259613898E-31
534,2.8663964203849223422236964816143222626649886003680E-31
535,2.8771420395315854124375779514742765325950701655212E-31
536,2.8879077627365208939994302855593583644126849904973E-31
537,2.8986935899997287864955594151931338782887943192832E-31
538,2.9094995213212090895122712716991729777640871957657E-31
539,2.9203255567009618026358717864010493500638385067658E-31
540,2.9311716961389869254526668906223404657436295692187E-31
541,2.9420379396352844575489625156866275788860886109183E-31
542,2.9529242871898543985110645929174957271012571402565E-31
543,2.9638307388026967479252790536385337314473808366531E-31
544,2.9747572944738115053779118291733341965102652082300E-31
545,2.9857039542031986704552688508454935102439048115549E-31
546,2.9966707179908582427436560499786118442894446343079E-31
547,3.0076575858367902218293793578962931536162844253762E-31
548,3.0186645577409946072987447059221451767615378721321E-31
549,3.0296916337034713987380580253797794356698558070361E-31
550,3.0407388137242205957336252475928112358538960969814E-31
551,3.0518060978032421978717523038848596662739345895519E-31
552,3.0628934859405362047387451255795475994588403583999E-31
553,3.0740009781361026159209096440005016912636855693466E-31
554,3.0851285743899414310045517904713523811524362716505E-31
555,3.0962762747020526495759774963157338920363834000913E-31
556,3.1074440790724362712214926928572842303959973074127E-31
557,3.1186319875010922955274033114196451860367790562937E-31
558,3.1298399999880207220800152833264623324148897289190E-31
559,3.1410681165332215504656345399013850263928551711067E-31
