t,f(t)
121,2.3205298246503623767776570118881775238142995574156E-63
122,6.6784236573933006641151540495424724708319238275747E-63
123,1.8892783631411626817309452730192725180143645826316E-62
124,5.2557380357948274760604560895255219737944766731058E-62
125,1.4383416804622576258864746270757112152621891571518E-61
126,3.8739167931720112783504204040718308554125741185049E-61
127,1.0272172848716566909267875351765523986146093976739E-60
128,2.6826065049871849439686055095993498023212508034170E-60
129,6.9022096267187742746082417478756166158622369469150E-60
130,1.7502697668813941886006947749393962894199748958361E-59
131,4.3757460989714107792933849683735733706696839896686E-59
132,1.0788715369561558702014750690317819527645159523657E-58
133,2.6241814357169177745959180375878568601951126551725E-58
134,6.2987798282342252609429179832994559930179930055435E-58
135,1.4924008152715754011826012450805771646752045602434E-57
136,3.4914455742194502403910392941348126188687737434378E-57
137,8.0674533949095215384408155203476387180519941521651E-57
138,1.8416037362371577637434351931256367509386158384198E-56
139,4.1543034446322854933386728500045256238417703850638E-56
140,9.2630300348794447273536164933928867246239213904092E-56
141,2.0420583313465856047825074636203359274116858539632E-55
142,4.4519245078484150679265787723533661146331729863128E-55
143,9.6004912910479130689781432476056943811683890517935E-55
144,2.0483481227400423973762625058444428261454233155192E-54
145,4.3248856164644886566517572139792393768154927697129E-54
146,9.0385612911228527291001785870658811240908896498185E-54
147,1.8701160220755530533250266354126339405533696563295E-53
148,3.8315159936888683361146485663190935531222471004059E-53
149,7.7748406800871341142768137069613033870343872386905E-53
150,1.5628408072350482777116818519784376780197422230497E-52
151,3.1125890466517670535795444364965710817170402683226E-52
152,6.1431609274060485808083364328208776417182959413691E-52
153,1.2017171520339840406699863681171901629593725230586E-51
154,2.3303871516726250633704714424812974941485046916164E-51
155,4.4806662260899235382627330829190419516036280950124E-51
156,8.5431332528733202752157240715337412863737123697215E-51
157,1.6155536701308090106046067063237787312495787598976E-50
158,3.0305608961640790854355541435692703420274676822939E-50
159,5.6401173695490822313823211273290933454383185206293E-50
160,1.0415525920372872300600070192136622671579993362948E-49
161,1.9088202598634809517073326467633703065423822564270E-49
162,3.4721695102797390979163108298662754097265877708768E-49
163,6.2697270163587486512090143457606000200839558658300E-49
164,1.1240004752261349688883483790174755153369490294062E-48
165,2.0008356360705375587442938830134454246027827266227E-48
166,3.5370314722519264014245120884710952202105174364079E-48
167,6.2101663085005916180579855048385795827485813519627E-48
168,1.0830717994067032687344856154107553620331625933758E-47
169,1.8765175816833715685903706047904860089125282838857E-47
170,3.2302776053409670148658891080572916901595732634619E-47
171,5.5254561996696604788861760473617964807978262746334E-47
172,9.3925959550722383222217197924285839323872446097639E-47
173,1.5868627086465015834830208002314385769586726787527E-46
174,2.6648649781285322319501864250428685693932598106633E-46
175,4.4487508413616196853977865319681945874639200921309E-46
176,7.3836624336963412941136594896798581558243914972049E-46
177,1.2184825853064342209431975438830591450470976007841E-45
178,1.9995048684609155332840237421814015005270681003763E-45
179,3.2630386519292751513347173493864896651092593255427E-45
180,5.2961300373514127168984910201594369433430212033256E-45
181,8.5500942534274753009483039217085353627819745239385E-45
182,1.3730846610352740119162379379000738984732073214255E-44
183,2.1936904915168813905862030771132130329817892378096E-44
184,3.4869175007310932125653306274578882442127066372255E-44
185,5.5148301286197062756764978293478697240959565694215E-44
186,8.6792430265379354709956112325322623290669030518551E-44
187,1.3593307606489877271567456576766810673318471402678E-43
188,2.1188276873625411653576139909305594953806407849432E-43
189,3.2872008044089752573229936026964037648341651872881E-43
190,5.0763217296361494909707087303564831987987263270632E-43
191,7.8036159523478100216570335242167162296937632297143E-43
192,1.1942557964248427460390856257465409750383879726675E-42
193,1.8196329258966368223411025877121200687737131989100E-42
194,2.7604811662515346963150855242820892997108875513215E-42
195,4.1699358097462735110149984205642690152881047404908E-42
196,6.2725761868408978034375605583443974783705748212875E-42
197,9.3964185158393916425233171694953422176170704802486E-42
198,1.4018639445877520174473032733079339080157803335409E-41
199,2.0830668809181113832155671698110635303794790249299E-41
200,3.0830501459647060036594661292034672111172581711472E-41
201,4.5453115964900892432501694577575908790673285986492E-41
202,6.6754046041317256914928154474411711033374749247907E-41
203,9.7666821625001147247490820760798920805298643587291E-41
204,1.4236270345042126579626159053356412335237106486960E-40
205,2.0675157243995140624825132749272908752044594988817E-40
206,2.9917692198145374543928869618430872731292735805148E-40
207,4.3137684904919600941076921438317354567905509145374E-40
208,6.1980834183780114253217397585583507156234386410604E-40
209,8.8746610383522896237313839495309304042070557855746E-40
210,1.2663723622324850526735502737010562889713124912486E-39
211,1.8009741300826449469163526737273005940828264944944E-39
212,2.5527638312261604600184923717591283271747065617446E-39
213,3.6065440125110251907465984067822868058591550186821E-39
214,5.0788947449543096612731071462717804036352195309029E-39
215,7.1295831396257884710437684996058232072312268806392E-39
216,9.9768908528744546176412197150855832490789866586962E-39
217,1.3918143741127474526951696637335999415658712427342E-38
218,1.9357128621055677991598740561825494634812329315395E-38
219,2.6840601684901155368930301124668484867452923822338E-38
220,3.7106764850470645050299130507804985356650839136968E-38
221,5.1149452352428758839348406308528978552406314662333E-38
222,7.0302883385932712728429934608904996371797497147260E-38
223,9.6353264496433786509401630794811355223214717614119E-38
224,1.3168535161525028410496318388470507408413157097373E-37
225,1.7947441123040346318856259491598877442058168086583E-37
226,2.4393698431466153936444331764548497925615068683963E-37
227,3.3065761863973729587381890551565838717374234024331E-37
228,4.4701349788704764649810420515040939718977057667160E-37
229,6.0272491096640892569513542130818917811740962508463E-37
230,8.1056708303778890117994893220284614579198493903311E-37
231,1.0872884143181778067300015045618681541948804777218E-36
232,1.4547921156638200530103926324628154885516174853853E-36
233,1.9416531704176482171786006966128403291784880198984E-36
234,2.5850611996947157771351535501351636576645671073127E-36
235,3.4333030304467371779250516702737043354831343560248E-36
236,4.5489276200413906707005269476348794065295749498096E-36
237,6.0127717649196524680979388135154231864130756482281E-36
238,7.9290692772671680795987180801666123746833979667379E-36
239,1.0431920946715096388112387612796606943849590556551E-35
240,1.3693469904429715860256187107097595348669687341022E-35
241,1.7934209738792016413442599662192305344172922704254E-35
242,2.3435954204327444512306364852840833684031020175217E-35
243,3.0558121620063530610632705793970590210933795666065E-35
244,3.9758138870140011037779201089294818776933534512311E-35
245,5.1616955045176118179122281996505759183982089301089E-35
246,6.6870880064918232610047732283389839387025509732902E-35
247,8.6451237291647625872821235039624840126987294282998E-35
248,1.1153365093034995131153051183358301699901802219528E-34
249,1.4359919050210523132470506202089923640236414187387E-34
250,1.8451007961419732898764761962880277873728718218817E-34
251,2.3660326090497208960566808391254984777793072917319E-34
252,3.0280581264358304148416605272669167706682847357682E-34
253,3.8677705770206653531171481160946385682078727753978E-34
254,4.9308321921014193789265883759885965834262832299276E-34
255,6.2741169056810273943945267650391034205168487845353E-34
256,7.9683343750534092508301707323286843662583806417828E-34
257,1.0101237797417983608498063705216970028168903575910E-33
258,1.2781538600875338241280942274093933077718183118680E-33
259,1.6143675585431232609178404717491805002984637783397E-33
260,2.0353615169886369548524642316997197160187214106745E-33
261,2.5615893865270933212195858795878148283352823187099E-33
262,3.2182154876539458394528994694515290576482414635355E-33
263,4.0361478912972277528301149362060590092281506521479E-33
264,5.0532866117306927468242999038835452619339777456660E-33
265,6.3160292954082765876854406845251952983610814914085E-33
266,7.8810846604345875641508813306674787031892157742522E-33
267,9.8176531829481587110340801203408271158933215525547E-33
268,1.2210045361800958688625939410364102080973682750551E-32
269,1.5160820577686933960807362462406905084459477731089E-32
270,1.8794544391502319252389844157604678953332755716842E-32
271,2.3262279436676312744836732664348601049438062946093E-32
272,2.8746945238049845989620834248587679595657898125543E-32
273,3.5469705777785476378625121691265406214737953046248E-32
274,4.3697570931889044838672148501830622216985073166894E-32
275,5.3752429595468498220233753887263042220431928098989E-32
276,6.6021769057374544356277283155265907031126359761478E-32
277,8.0971377722362747107598944599144111525191310698078E-32
278,9.9160377460228439831465790978772189144896534602213E-32
279,1.2125898864982366838241939943835471199820336185745E-31
280,1.4806949647334330163517310305456347988665947954896E-31
281,1.8055096243878710533651575096455140262022054823304E-31
282,2.1984831186353275064839456530282384461789775412165E-31
283,2.6732652771755632283912521818435969436189874336215E-31
284,3.2461079558085671859467012879519223388100545138224E-31
285,3.9363357552110064624049317784897634826543372275211E-31
286,4.7668972670042005984050916655299357187038562535492E-31
287,5.7650098201011798994283280906028445143991967760752E-31
288,6.9629126585497969481209695104013340799308530839625E-31
289,8.3987457155633385459368314416158016757426244871752E-31
290,1.0117573692893458977568066073575977352251083339626E-30
291,1.2172578050141060349877764312742915462704790694739E-30
292,1.4626442799706734701310032624090254039285106544910E-30
293,1.7552963739738021455155705220359718050564623651313E-30
294,2.1038914995261156798737962344204263597202890116450E-30
295,2.5186211538650115135427014553257745638403786071665E-30
296,3.0114411793628471626366129647968229541784000857178E-30
297,3.5963610568752319304129273470860900845531098120040E-30
298,4.2897779501876172618580829024470927507270981600410E-30
299,5.1108620020844735194368071787339882613514655642892E-30
300,6.0820002642172059100284478728000835160010678698789E-30
301,7.2293076354547242147636018857832053478925562085051E-30
302,8.5832142995684279131795572900764188900798283043812E-30
303,1.0179140407077436031334619506789669651729851161079E-29
304,1.2058270153473672957805618313899063420502548856906E-29
305,1.4268438984076352178198940740803566694553398500242E-29
306,1.6865149423397296283114984273588775416446691363849E-29
307,1.9912733005005609324946503184576901470479562028618E-29
308,2.3485677989413435944017978845979398006758663560595E-29
309,2.7670145027676066410793385952644453190235871722527E-29
310,3.2565695684880256660318448484928553684410270793167E-29
311,3.8287261810825933574511566354383216992126961076936E-29
312,4.4967387168228805152907934828256311960110850790158E-29
313,5.2758776538068474807854635355354183235128274889511E-29
314,6.1837191757067680938573507671306797577672884888924E-29
315,7.2404738847188845883553010583959618523470920162351E-29
316,8.4693595618936776520848205159559648495322530580224E-29
317,9.8970234920932005049456985583291323339156125770025E-29
318,1.1554020512409046481476369120945748332559074686614E-28
319,1.3475353653125269552814326849150589740419896411131E-28
320,1.5701085025909930843130758435149160460862289289531E-28
321,1.8277025482134425275956464822763166564692448370033E-28
322,2.1255512522945766940142635759106201833330102196539E-28
323,2.4696287000522059592294664020866342258827259343021E-28
324,2.8667480316118134270520805296659626461217216838729E-28
325,3.3246725105126939668949313602582515748340060305684E-28
326,3.8522403813346829248543246199005097059279057314913E-28
327,4.4595051123753394265354804839305924054767740594015E-28
328,5.1578927902082305666600582046463168230104031190638E-28
329,5.9603786206216687786796133522959268514381426718836E-28
330,6.8816846963614457987883768189651285659885766456265E-28
331,7.9385014178854243157049092637728941010483146504675E-28
332,9.1497352007119511427877458449052996633140237631108E-28
333,1.0536785373770994477814415384291343602280271722290E-27
334,1.2123853469451957868697010508838067606021387867312E-27
335,1.3938288429942091176863527448161434101636852340433E-27
336,1.6010971608282440488851006652875471611020313700125E-27
337,1.8376745828824131017001142899376957370801286153448E-27
338,2.1074893193118715530328634056025530305037863836757E-27
339,2.4149666776588468899551393229416147156968360763200E-27
340,2.7650881861667811910432899110493718416412578916011E-27
341,3.1634572897775812248941255584591004095165386131174E-27
342,3.6163722970993753900594197897375997223159492643772E-27
343,4.1309073210448183906507657767091981351796307504128E-27
344,4.7150020258165427013982073803330977844242810560317E-27
345,5.3775610688869865043734367453888868538338026104467E-27
346,6.1285642090437400695877834765952749760483367289320E-27
347,6.9791881409386549560173423911776315784395667695534E-27
348,7.9419412134115788597030312191563268993189317636929E-27
349,9.0308122937142490303327015393856282841560723390136E-27
350,1.0261435153229212223466783933564916973840903369437E-26
351,1.1651269872993275915724540988803875248231692850682E-26
352,1.3219802899965619496895862448819270495661113722570E-26
353,1.4988767528240146261698023919288710216393131544513E-26
354,1.6982386734047123277681062168940530122228858656770E-26
355,1.9227640460224442333014872703683083746353988708423E-26
356,2.1754559625716727695431257494411152306941390851641E-26
357,2.4596549329485231904895147651112009536601810608130E-26
358,2.7790743926941184836440600867725391877713406209033E-26
359,3.1378396881664778555024348829660590874780910294688E-26
360,3.5405308536815387861682360653051377919026607503199E-26
361,3.9922295210412189739398703161805172160327455834767E-26
362,4.4985703297769351325611657389531003210020883878495E-26
363,5.0657972364075762995627741421749817134212054467428E-26
364,5.7008251531756424965032729515724163397775118138829E-26
365,6.4113073812255949161131409098210871350907863394335E-26
366,7.2057093401736787104351253638308134834453588893368E-26
367,8.0933891356459396523201952727561187918278786057073E-26
368,9.0846855487966862007071730814430845766354316239116E-26
369,1.0191014077237893504881546349781376227744368461539E-25
370,1.1424971705394841393368632553568950442382222479306E-25
371,1.2800451134248032670996578947208355967234030381975E-25
372,1.4332765255929523599005084389641407140461177074134E-25
373,1.6038782717926954073625889556447755940341338186642E-25
374,1.7937075484935308262145924193888413912884857687913E-25
375,2.0048079373920486210243756116333023140272323690393E-25
376,2.2394268609967476477266356801918748426434020390304E-25
377,2.5000345527238720040404613134858528140035534408265E-25
378,2.7893446621137108344670647166425122693952089175505E-25
379,3.1103366244837919707240292328768507616363216814741E-25
380,3.4662799336023292470477680708851955466409098272190E-25
381,3.8607604658233935784986157979170916001592328832938E-25
382,4.2977090146072509570065611061199849046566952354673E-25
383,4.7814322054893231117085787652551765343894756333542E-25
384,5.3166459733950013465746528243855714423061970760741E-25
385,5.9085117967624017516037014032286743323501505363081E-25
386,6.5626758962700624778741962262255289183895287755151E-25
387,7.2853116201122280624204568827205823582913826364250E-25
388,8.0831652527631787826241103633589649170150019030307E-25
389,8.9636055000682971589838458456878363762797953499738E-25
390,9.9346769203393434638741858927922279316427193650805E-25
391,1.1005157588962791129212796301755330834648114195015E-24
392,1.2184621302903092203062607680381126924059113298858E-24
393,1.3483504651449489338871653990918644578110435358484E-24
394,1.4913179300669656377524270181508437601151232138190E-24
395,1.6486029861352391904621421862532557369701819944587E-24
396,1.8215537733803392702630088376881505230119016954666E-24
397,2.0116371347763667397622013970201959090805162930858E-24
398,2.2204483242012634322096433858240486381971023342898E-24
399,2.4497214455963012235646237464265965778226657678475E-24
400,2.7013406734820362293427231108987576860758382629566E-24
401,2.9773523080737215424018743165983534490784690141172E-24
402,3.2799777214913361956102034402621667186774308804533E-24
403,3.6116272549855994383825062904331398764856615275410E-24
404,3.9749151307094611450574162935962627279247674276813E-24
405,4.3726754453627335508189263234277025612319238015340E-24
406,4.8079793170341844089385380561753671870400577220474E-24
407,5.2841532607692669131581675952928172151883594453480E-24
408,5.8047988728117355343730393010609073652233485336478E-24
409,6.3738139081130122601578502942841012745827295259513E-24
410,6.9954148405839587425889185345053892903880426335464E-24
411,7.6741610006896282306805358797666638783570885550757E-24
412,8.4149803903688924382790491086264144761246783274206E-24
413,9.2231972809081684048876080527198158335159307732017E-24
414,1.0104561705322751116325787097648389094985461545953E-23
415,1.1065280963011773991635887290423364643095667810432E-23
416,1.2112053260965204953853432823346987948168505781120E-23
417,1.3252103622625529234864811989217892467606264392069E-23
418,1.4493222202655220798456195858685766037203120993291E-23
419,1.5843805153346478653614110353504522496083490612470E-23
420,1.7312898196245091453487575775022722597643540150333E-23
421,1.8910243060759161204544216357774381759807553273837E-23
422,2.0646326960099616362294558069102893791397198882316E-23
423,2.2532435283867217474441114865771755032397970951322E-23
424,2.4580707695974741379511464002295542846338485859887E-23
425,2.6804197836388259728968177433715995641815549284030E-23
426,2.9216936835403346807521212833529892879182731534395E-23
427,3.1834000859856513418227607529088335100646282329116E-23
428,3.4671582921825436586506065197600651520513252079452E-23
429,3.7747069192010327810614226069491017960949887988685E-23
430,4.1079120072130169053766271714628806400831755802122E-23
431,4.4687756293329088222627458156211187989206435117294E-23
432,4.8594450320787820351173929303505985094229673229296E-23
433,5.2822223358491420187401143861016672773434826497353E-23
434,5.7395748262436010458970926970318107610229450673168E-23
435,6.2341458685483666453852907083222610467411783582229E-23
436,6.7687664792615298310344629229624504879995058583450E-23
437,7.3464675901506795243844080771518300123502801375145E-23
438,7.9704930420184392469601118875048797811681417436874E-23
439,8.6443133471022320029166930362957127162446282393101E-23
440,9.3716402608550860299549708124028770875894476040518E-23
441,1.0156442205746800598882157183346039319360385843688E-22
442,1.1002960591691546422495771608036318975591052421237E-22
443,1.1915727079751275084076918808261638773255380476639E-22
444,1.2899581837886498396576468097414717530853504995822E-22
445,1.3959692839729460630398688080526971825419280535274E-22
446,1.5101576259641899741253315189273630660885677020348E-22
447,1.6331118019692960539102523656126895149288193388631E-22
448,1.7654596546654912434183458212180578321359304830378E-22
449,1.9078706799667713046000726063239103304116920326260E-22
450,2.0610585631870769383444743467336086034026312114558E-22
451,2.2257838552044149978753260753590503518745605431359E-22
452,2.4028567955144710308597597705639612506248165385671E-22
453,2.5931402893567872476643666123773233996021248088184E-22
454,2.7975530464015957081153577476377487666342181830850E-22
455,3.0170728888011855046434049247454143136242935236725E-22
456,3.2527402367365350277639447788563570624796330229747E-22
457,3.5056617799281506050655605730987977627110116321216E-22
458,3.7770143439299199913525669025244045064989617275196E-22
459,4.0680489603866169120223722963146850123798645951306E-22
460,4.3800951508097891128273704960741516653337263976761E-22
461,4.7145654338134395230702107962406445068927523063922E-22
462,5.0729600661504849114492806395446537343138856677523E-22
463,5.4568720283037698067454301810285717058808113134674E-22
464,5.8679922658117507029136699125563218678745582192425E-22
465,6.3081151979491760745933296910183728723963275431810E-22
466,6.7791445058375050064235880555146149643150035811382E-22
467,7.2830992125287688389742192351552847214403643441146E-22
468,7.8221200680904276741016030416268590361408388329804E-22
469,8.3984762532178522731664712441907186344968970850442E-22
470,9.0145724154157210444772697199465060012134592653659E-22
471,9.6729560523202144009334453616459921510056790523851E-22
472,1.0376325257280771364279362097242872383164618506350E-21
473,1.1127536842883706035569847991449366231810151169846E-21
474,1.1929614858680528031101916504884890362042238715152E-21
475,1.2785759519981738139648653605116641759001644324977E-21
476,1.3699356565192548478520642818197926960114789096662E-21
477,1.4673987059800778640631193254446215151360507818690E-21
478,1.5713437665779482087853013315246122062126974080865E-21
479,1.6821711395838039624674600677076959270230358422489E-21
480,1.8003038872645901239352406559108526239940714896484E-21
481,1.9261890113863248654116967025351291110759797876138E-21
482,2.0602986864542975848334348125374011535915807020728E-21
483,2.2031315499218933284147589190955355303728729262293E-21
484,2.3552140516766745521389982144692752587412114252114E-21
485,2.5171018651916085439691626109802423305090723784134E-21
486,2.6893813628107467463818452215485258502212507071592E-21
487,2.8726711577222804930781594881495123519049054421753E-21
488,3.0676237152577562655512065780907133237824691379264E-21
489,3.2749270362443725997401678003135425901491031918234E-21
490,3.4953064152277404836965021958436017141349690481114E-21
491,3.7295262764753098596308477211291518925937535450376E-21
492,3.9783920907658871592572333462126605831256525182601E-21
493,4.2427523760683332303521922579757645496434465096384E-21
494,4.5235007853126781971485174001834500694948224611882E-21
495,4.8215782845595604343239064391495021825265525451531E-21
496,5.1379754249791316574258898437107365870207107653859E-21
497,5.4737347121584098938347679321226271720001892965968E-21
498,5.8299530763665475504549366673323202350826529021472E-21
499,6.2077844475206536716875973713799175472880618270315E-21
500,6.6084424387107084812227444037898251413135038510339E-21
501,7.0332031422607750648819179652299698802176712022412E-21
502,7.4834080424251881445438577856284224427180246233513E-21
503,7.9604670489427237851250139519485050095658464577969E-21
504,8.4658616557989669224112228524128022227396300099191E-21
505,9.0011482296772360185514971708960407528232386814114E-21
506,9.5679614327115360077210116628216620184311372213463E-21
507,1.0168017784291131873928025522207837192155760568988E-20
508,1.0803119366805505396079934380136954911974251712894E-20
509,1.1475157680360716273971688066469994511428226158557E-20
510,1.2186117651643575245227057230137959702947414065170E-20
511,1.2938081802258589889173664845917328441909857087188E-20
512,1.3733234582014402278801961125037944901075197869097E-20
513,1.4573866872791439872228394727297053301037988473119E-20
514,1.5462380668780785090824116523450969638778480951802E-20
515,1.6401293939045872625362103206365867430155711491807E-20
516,1.7393245678523583987778665878689445762111211374780E-20
517,1.8441001153749663136578463303065663200268983887661E-20
518,1.9547457349765161687043243306483481092470164946185E-20
519,2.0715648624835873375871065768696379452959992566538E-20
520,2.1948752579795470728143148383504914874856473038021E-20
521,2.3250096149005347436544245707527880644223269451975E-20
522,2.4623161920110032469611970576117925659179668645389E-20
523,2.6071594689956510513232080150616612341077123374321E-20
524,2.7599208264238891605704552144511167167486607501608E-20
525,2.9209992508626653769455142663283737867170881009899E-20
526,3.0908120659335168497354341566890189088733243667374E-20
527,3.2697956901301441929294193638404749667982573324261E-20
528,3.4584064222335995628689982599248587637233860878310E-20
529,3.6571212551833600553059520759666424634280622578035E-20
530,3.8664387192841195940366562199414509986930868695126E-20
531,4.0868797556500800532320250126525868865091610148282E-20
532,4.3189886208108585230572458486243784125250072404341E-20
533,4.5633338234258551587486753577408128840708358886956E-20
534,4.8205090940770476356306921047349745109552050980918E-20
535,5.0911343891336964761648389225830155659257743707997E-20
536,5.3758569297063629483394552589029745306161767249602E-20
537,5.6753522767319603024714901767404466350371444816379E-20
538,5.9903254432562821752599720095061699214685036702515E-20
539,6.3215120450055813175798601503581228096545198644178E-20
540,6.6696794903643095782585961905486334472856493826892E-20
541,7.0356282109020783904507581468316247124398507803894E-20
542,7.4201929336192598569953973469435343780225471896082E-20
543,7.8242439961074238173369464693617520386549144322818E-20
544,8.2486887058479978045175942832476273128244547942039E-20
545,8.6944727449001462700271620976484499969171631792759E-20
546,9.1625816212568944689349136474889493193799306686289E-20
547,9.6540421681769724562246760629150043880832398686041E-20
548,1.0169924092828727140727901626059332158662231244060E-19
549,1.0711341575611746561397348684466607781913525937955E-19
550,1.1279454921551561668759500326435742023444805925734E-19
551,1.1875472265192937978299957546076043943191491299894E-19
552,1.2500651330447843465807714481239610255323354533100E-19
553,1.3156301246885180836624192421684593517903287717455E-19
554,1.3843784423980802544694514157256678643521531362962E-19
555,1.4564518484878186269145863790360010972441625857303E-19
556,1.5319978261242437462534484518809025689246499507288E-19
557,1.6111697850823004431940114338367518448295383642958E-19
558,1.6941272739373640445581841019706960009899420880516E-19
