t,f(t)
1603,1.4011386818257432636133433572257212253141459519339E-11
1604,1.4096685701022612709564898475799884328116454462465E-11
1605,1.4182396636612233678290863390612594653851241092165E-11
1606,1.4268521032016245795876497788494459556753505530619E-11
1607,1.4355060296534042268316221701796494625280450212896E-11
1608,1.4442015841770422516518007409666759007189403607069E-11
1609,1.4529389081631538623257570073729909229180777567363E-11
1610,1.4617181432320825037234614493626847893778082254439E-11
1611,1.4705394312334911606945152392149961800445622112130E-11
1612,1.4794029142459520017163845101246094976000934382632E-11
1613,1.4883087345765343700908367691813196064217352771465E-11
1614,1.4972570347603911299833939978270947023343939362695E-11
1615,1.5062479575603433746080434957562851726660567230454E-11
1616,1.5152816459664635038666863653257030523040549047673E-11
1617,1.5243582431956566787598554587504529587470024283050E-11
1618,1.5334778926912406598921003772130847489646682612252E-11
1619,1.5426407381225240374021174786574482401173102655877E-11
1620,1.5518469233843828596541985801954906522665233801215E-11
1621,1.5610965925968356680338838939738336994006121463467E-11
1622,1.5703898901046169451968334757604621234999094815553E-11
1623,1.5797269604767489841258778585949148485163526671363E-11
1624,1.5891079485061121853569733561714945210654518171099E-11
1625,1.5985329992090137897403715201241726043012202949022E-11
1626,1.6080022578247550541087161912984480858917237889227E-11
1627,1.6175158698151968772290062679464556618947300177477E-11
1628,1.6270739808643238834204084953153526226014434998074E-11
1629,1.6366767368778069712247730342537312826578331275315E-11
1630,1.6463242839825643345213960653239948190739155531270E-11
1631,1.6560167685263209634820890046764398693552282864862E-11
1632,1.6657543370771666327669538248777539778263664909476E-11
1633,1.6755371364231123843654292652857599698410109810067E-11
1634,1.6853653135716455124911641607053283578784906425981E-11
1635,1.6952390157492830579430924931786933671743294000858E-11
1636,1.7051583904011238193487308599986097120228091221590E-11
1637,1.7151235851903988887091936323981820867854308016550E-11
1638,1.7251347479980207186687249357132779794068614904336E-11
1639,1.7351920269221307289346804957737068183465924694923E-11
1640,1.7452955702776454592768571512564738620819462124071E-11
1641,1.7554455265958012765378642118466279839819431612628E-11
1642,1.7656420446236976430888596320990410833136029989058E-11
1643,1.7758852733238389541674359563237053335851054209061E-11
1644,1.7861753618736749515367369566822355751232631317400E-11
1645,1.7965124596651397209070166216108331150425863661591E-11
1646,1.8068967163041892805628184418376936903012438133829E-11
1647,1.8173282816103377686407555743036615692906069543139E-11
1648,1.8278073056161922365045122283514838593459669306549E-11
1649,1.8383339385669860556651643021783961006475682303730E-11
1650,1.8489083309201109456962336897005497226175234016227E-11
1651,1.8595306333446476305940465679673563959610913148216E-11
1652,1.8702009967208951310349621527259654583105791546401E-11
1653,1.8809195721398986999818756645988977725157781930271E-11
1654,1.8916865109029764090930783707868910943657681904211E-11
1655,1.9025019645212443933870793476537497197101342251991E-11
1656,1.9133660847151407616173588385905743632518452319945E-11
1657,1.9242790234139481798112325499509900524153796177201E-11
1658,1.9352409327553151354270607264796721876250797218889E-11
1659,1.9462519650847758895839361674989181030145574846091E-11
1660,1.9573122729552691248177322772079414286159303950153E-11
1661,1.9684220091266552958169865778512189619788943657146E-11
1662,1.9795813265652326905915376442867596775352223945393E-11
1663,1.9907903784432522095261249336593619351683131852913E-11
1664,2.0020493181384308697703022754191031341138102008562E-11
1665,2.0133582992334640424150076456865726158466239670205E-11
1666,2.0247174755155364299049750666920985430625884666195E-11
1667,2.0361270009758317911348698372878639808365901504452E-11
1668,2.0475870298090414216755766047438716103098391631292E-11
1669,2.0590977164128713965754718213691060239398996002860E-11
1670,2.0706592153875485831797686818798278779543595600268E-11
1671,2.0822716815353254314091344985243919253364294726055E-11
1672,2.0939352698599835489367484301209008979020772018871E-11
1673,2.1056501355663360687007923273902641131213775308807E-11
1674,2.1174164340597288161870499789316188746249626022564E-11
1675,2.1292343209455402839138310281592083801518764742842E-11
1676,2.1411039520286804205488360693522848989817635753122E-11
1677,2.1530254833130882420848397080704137320081818569968E-11
1678,2.1649990710012282724981894744917636897532670285477E-11
1679,2.1770248714935858213111011941786733763931921727446E-11
1680,2.1891030413881611054755765352742834615599908988538E-11
1681,2.2012337374799622229934767495452939443483911686925E-11
1682,2.2134171167604969856838588917892870525275539525300E-11
1683,2.2256533364172636185051178220962319975560566895044E-11
1684,2.2379425538332403328357798518379897530128046906505E-11
1685,2.2502849265863737811139627699461151965998104249214E-11
1686,2.2626806124490664002315529632349977111249649959649E-11
1687,2.2751297693876626510750542047360814739439941035559E-11
1688,2.2876325555619341616008352080001761145210542756246E-11
1689,2.3001891293245637808281450131137056293941691424395E-11
1690,2.3127996492206285511287774609962432844874359931649E-11
1691,2.3254642739870816061876492048319903770801498017599E-11
1692,2.3381831625522330020038106788403783511802442147250E-11
1693,2.3509564740352294882965369717628054737863139667536E-11
1694,2.3637843677455332276761464113111431673796606504202E-11
1695,2.3766670031823994699340696313688557215853686457175E-11
1696,2.3896045400343531888014417400166403975880911513152E-11
1697,2.4025971381786646885201157065875657796619633934601E-11
1698,2.4156449576808241875644970120924436791439959121939E-11
1699,2.4287481587940153868469787306576988712717984902383E-11
1700,2.4419069019585880297340133002389072309744211430780E-11
1701,2.4551213478015294611939930679359323093542545469835E-11
1702,2.4683916571359351933921270268101313145721804784052E-11
1703,2.4817179909604784850413967641866186698007236999960E-11
1704,2.4951005104588789418124512819165752304641160009381E-11
1705,2.5085393769993701450989587917621664657961975411158E-11
1706,2.5220347521341663164284745975999653753893268699803E-11
1707,2.5355867975989280248023085130118673288989465024440E-11
1708,2.5491956753122269442411836893631125333902788306147E-11
1709,2.5628615473750096688066720057769337373580124740156E-11
1710,2.5765845760700605923614700574106221040607510254302E-11
1711,2.5903649238614638603245450297895450428834887628235E-11
1712,2.6042027533940644006700321210807903014437083869615E-11
1713,2.6180982274929280414115054262304972939600472725941E-11
1714,2.6320515091628007218058730807006179908619636375409E-11
1715,2.6460627615875668045036657296635840190713540430173E-11
1716,2.6601321481297064958648957921603367289893712283439E-11
1717,2.6742598323297523816519642787649707244283862520259E-11
1718,2.6884459779057450853032828442299468056684368823047E-11
1719,2.7026907487526880559833620605294444268703510359982E-11
1720,2.7169943089420014935970933263954235095987282825949E-11
1721,2.7313568227209754179478221311550997630505963898823E-11
1722,2.7457784545122218892105753062998297938966188050729E-11
1723,2.7602593689131263868834651691633608182814182711555E-11
1724,2.7747997306952983543718498293144373434456748806324E-11
1725,2.7893997048040209163512821282438157173711583163604E-11
1726,2.8040594563576997760466304536181188679193692845066E-11
1727,2.8187791506473112995560037462363646067556772410656E-11
1728,2.8335589531358497943392611347817510318151447576588E-11
1729,2.8483990294577739889819345228867838440975968574500E-11
1730,2.8632995454184527213363408457371979127400078188789E-11
1731,2.8782606669936098421325103386650275126153667525647E-11
1732,2.8932825603287683411423087455668764345844819277365E-11
1733,2.9083653917386937029707856665660183426059901236171E-11
1734,2.9235093277068364995393389265307665699293875780199E-11
1735,2.9387145348847742263157466616448246786731069974676E-11
1736,2.9539811800916523893364854913260053423855462241511E-11
1737,2.9693094303136248500570253868714467029907078211921E-11
1738,2.9846994527032934350559703840558488627857499172387E-11
1739,3.0001514145791468176089998306182056586153008166771E-11
1740,3.0156654834249986781385581255308302764639895267505E-11
1741,3.0312418268894251505351426078226568739934988166880E-11
1742,3.0468806127852015613358500994659701259804835517296E-11
1743,3.0625820090887384687355633086267781963009775450741E-11
1744,3.0783461839395170083957895638620212447515462050640E-11
1745,3.0941733056395235530057068822903410210978397795516E-11
1746,3.1100635426526836925394268792541913591341930153224E-11
1747,3.1260170636042955421428512056228052823615594518527E-11
1748,3.1420340372804623845727787519453663787539918813568E-11
1749,3.1581146326275246541001154846215637439178554883121E-11
1750,3.1742590187514912687781481747533474507861517963634E-11
1751,3.1904673649174703179658681401774442497334987985864E-11
1752,3.2067398405490991119852721383015984451051843646932E-11
1753,3.2230766152279736007804254128643263571280200840116E-11
1754,3.2394778586930771684348473008202817346790676762191E-11
1755,3.2559437408402088103924734335487881209132414821430E-11
1756,3.2724744317214107002160611049244199657355243974660E-11
1757,3.2890701015443951527054365110031042547035127083416E-11
1758,3.3057309206719709901864349737769401976834411492482E-11
1759,3.3224570596214693187697586243221049804385041166185E-11
1760,3.3392486890641687213672710164577041160903166314815E-11
1761,3.3561059798247198742414654465549720824169724675598E-11
1762,3.3730291028805695938519840422368893618561229196228E-11
1763,3.3900182293613843207511286242750546883610224475435E-11
1764,3.4070735305484730472682926119372618202083687338289E-11
1765,3.4241951778742096957111565002970759617911825336781E-11
1766,3.4413833429214549537993283545259605996674206295093E-11
1767,3.4586381974229775740338760048893866418820113573929E-11
1768,3.4759599132608751436938898489925408114483691908568E-11
1769,3.4933486624659943321388350346834588564755258746602E-11
1770,3.5108046172173506220829999658111359421983814564313E-11
1771,3.5283279498415475314958251996095695773768596191438E-11
1772,3.5459188328121953327693035426506326301634620563750E-11
1773,3.5635774387493292757809791538449174446836059302967E-11
1774,3.5813039404188273214683413775792429997229789404240E-11
1775,3.5990985107318273925176085054071211645973197287119E-11
1776,3.6169613227441441477570283463272649693217577688842E-11
1777,3.6348925496556852868318870170894971939695452444207E-11
1778,3.6528923648098673917254153865656027680791341117971E-11
1779,3.6709609416930313116767147613303853679708795338440E-11
1780,3.6890984539338570980336903204314897095769989526548E-11
1781,3.7073050753027784955657831309952931427945217461822E-11
1782,3.7255809797113969967480299358175307195605088240502E-11
1783,3.7439263412118954655146549302994530967221614119672E-11
1784,3.7623413339964513369670100677661599463972314739714E-11
1785,3.7808261323966493995072306759649519987529150223816E-11
1786,3.7993809108828941658554619578725436662295878352027E-11
1787,3.8180058440638218393949399091822230104552617275183E-11
1788,3.8367011066857118822755779331883412286779974116177E-11
1789,3.8554668736318981916930185892745074958129368138677E-11
1790,3.8743033199221798907463590897226679779197491916659E-11
1791,3.8932106207122317402639499748071884194411369974307E-11
1792,3.9121889512930141779727994596655695107183907267145E-11
1793,3.9312384870901829913731918676150556397659056828680E-11
1794,3.9503594036634986306661479506019715158094646484647E-11
1795,3.9695518767062351680673183533335039867529180363852E-11
1796,3.9888160820445889098268096061661555477869472759512E-11
1797,4.0081521956370866672602954336340325134081569445967E-11
1798,4.0275603935739936930825654390184380718519611236212E-11
1799,4.0470408520767212893204089668107886850817868111468E-11
1800,4.0665937474972340930674247483203670694977991258824E-11
1801,4.0862192563174570463289873928334389991632481717595E-11
1802,4.1059175551486820561911904872333885056262843844519E-11
1803,4.1256888207309743515331235982176577456971979330368E-11
1804,4.1455332299325785424873274183499978016791128150423E-11
1805,4.1654509597493243888387082430946371390894001920176E-11
1806,4.1854421873040322835375804913930895729431356478489E-11
1807,4.2055070898459184574878446657336808667613160236437E-11
1808,4.2256458447499999117565985652631610398166965154856E-11
1809,4.2458586295164990833367222912961209859862593101072E-11
1810,4.2661456217702482505791731903480222916824866088737E-11
1811,4.2865069992600936843968759350649072030464770519739E-11
1812,4.3069429398582995513271960154147886601738828073672E-11
1813,4.3274536215599515745250425662613494375875970764845E-11
1814,4.3480392224823604587436592557279869146914053510139E-11
1815,4.3686999208644650853451304620942257383907603954566E-11
1816,4.3894358950662354833675547336063678791965525822764E-11
1817,4.4102473235680755826607191115315986246424953796413E-11
1818,4.4311343849702257550869468557815960611612761518871E-11
1819,4.4520972579921651497685879959584035740333858490504E-11
1820,4.4731361214720138283483774879489399504202264047066E-11
1821,4.4942511543659347062136001341669736194703515462217E-11
1822,4.5154425357475353056196753688979239947041840334428E-11
1823,4.5367104448072693266334090613595377655049996417840E-11
1824,4.5580550608518380418007541881978059187923869030393E-11
1825,4.5794765633035915204284781120690485013844958337580E-11
1826,4.6009751316999296883536518093204394077792829176333E-11
1827,4.6225509456927032290593562509037478936548135070513E-11
1828,4.6442041850476143319794437875979484455990527082908E-11
1829,4.6659350296436172938195983521577428729828385441192E-11
1830,4.6877436594723189787063080936532257123654046563580E-11
1831,4.7096302546373791429596982272506057660939488556369E-11
1832,4.7315949953539106302704709379575797243156666441252E-11
1833,4.7536380619478794430454636390944318770579680758284E-11
1834,4.7757596348555046956705672728498592359125120367393E-11
1835,4.7979598946226584554239431663570692392573665720953E-11
1836,4.8202390219042654767566407351203211959488812069752E-11
1837,4.8425971974637028346418495668953602758696158455500E-11
1838,4.8650346021721994626781186315607608307654800278317E-11
1839,4.8875514170082356016159430521137736626051417155727E-11
1840,4.9101478230569421639611555424077735670738925783562E-11
1841,4.9328240015095000202925657700641361355282349735449E-11
1842,4.9555801336625392129152670373063212412079556792384E-11
1843,4.9784164009175381024549762851671375299805221287264E-11
1844,5.0013329847802224529826910122231426341200184147498E-11
1845,5.0243300668599644612428357500474734281741699660711E-11
1846,5.0474078288691817355419317440023369425810857025082E-11
1847,5.0705664526227362298386569375975280629816296890597E-11
1848,5.0938061200373331385599697369294269283119743659145E-11
1849,5.1171270131309197576517498219197335887676273961795E-11
1850,5.1405293140220843173561629541554458041191272542137E-11
1851,5.1640132049294547921916847857799864676026851445250E-11
1852,5.1875788681710976935954215765177331534140499521099E-11
1853,5.2112264861639168506710439506785503768913626015015E-11
1854,5.2349562414230521844693038447648511409433402706773E-11
1855,5.2587683165612784812117350787036445639121285747820E-11
1856,5.2826628942884041698517449970966441164551354026656E-11
1857,5.3066401574106701093508888363052370961707272819273E-11
1858,5.3307002888301483910316803414836630284992122910062E-11
1859,5.3548434715441411613518321454017479071933092760638E-11
1860,5.3790698886445794704283379863572412693193975255625E-11
1861,5.4033797233174221516233064417088403221560413435377E-11
1862,5.4277731588420547374869329403502241775799195275416E-11
1863,5.4522503785906884173364538433248647226902439448967E-11
1864,5.4768115660277590417333637960311496973018995116434E-11
1865,5.5014569047093261791045958051177346649315853027492E-11
1866,5.5261865782824722297367630230026010469010764638255E-11
1867,5.5510007704847016023559424755030673710607746164814E-11
1868,5.5758996651433399584888443836317215061219761423309E-11
1869,5.6008834461749335297845567472476786243679486011708E-11
1870,5.6259522975846485134593839117678915095277746320919E-11
1871,5.6511064034656705510106103631174602304878928131254E-11
1872,5.6763459479986042953283174218753713633598553903095E-11
1873,5.7016711154508730713176612642661257968456309858339E-11
1874,5.7270820901761186351272862121431203267400770251427E-11
1875,5.7525790566136010370627979310655032445187556958852E-11
1876,5.7781621992875985932474574774225910395695362810566E-11
1877,5.8038317028068079710754794625246783517944698072146E-11
1878,5.8295877518637443934865263716547363879276739361387E-11
1879,5.8554305312341419670731867050462190210577835218238E-11
1880,5.8813602257763541390164075091907134577973570009046E-11
1881,5.9073770204307542878270224521498503519810309781345E-11
1882,5.9334811002191364528546752748078277355182552378686E-11
1883,5.9596726502441162075085856282110961618324228697415E-11
1884,5.9859518556885316811177403900582934501565607885875E-11
1885,6.0123189018148447343412189435888692551974906228902E-11
1886,6.0387739739645422930224759999431535866075433568561E-11
1887,6.0653172575575378453645107487111120567233374337538E-11
1888,6.0919489380915731072859468268473939109421609816765E-11
1889,6.1186692011416198608011341972201814927072989050261E-11
1890,6.1454782323592819702504619164159502173723254112062E-11
1891,6.1723762174721975811901403365017783434145372726505E-11
1892,6.1993633422834415067337729145402409948485590779111E-11
1893,6.2264397926709278061210918818805005324164070934297E-11
1894,6.2536057545868125602722789355703933969327130909195E-11
1895,6.2808614140568968490693322374454264667555072353785E-11
1896,6.3082069571800299350889747211926587453051055139074E-11
1897,6.3356425701275126584946263904490630942735216395324E-11
1898,6.3631684391425010477779853161152425994751658631717E-11
1899,6.3907847505394101510237787807418835039663463371236E-11
1900,6.4184916907033180923542578421330979385831347432535E-11
1901,6.4462894460893703581930158651264043055872360928816E-11
1902,6.4741782032221843179707146656396904157010594511248E-11
1903,6.5021581486952539838783011881790440064113270718340E-11
1904,6.5302294691703550142562934586117004824044137938754E-11
1905,6.5583923513769499651917072775396014444631734245501E-11
1906,6.5866469821115937948771851033596695031487651213767E-11
1907,6.6149935482373396252698761732541201941971972707776E-11
1908,6.6434322366831447655706024779982804605627161286109E-11
1909,6.6719632344432770020268290935822791556059512022967E-11
1910,6.7005867285767211585459399280963452875303556027148E-11
1911,6.7293029062065859325883015129134019307223030708511E-11
1912,6.7581119545195110107925783976141724974822739755072E-11
1913,6.7870140607650744687687443409515470807836306259847E-11
1914,6.8160094122552004594772141659749280415592905358456E-11
1915,6.8450981963635671945955022046887548761961626439519E-11
1916,6.8742806005250152232567950326887528917267645890897E-11
1917,6.9035568122349560125278090214249881080072303282301E-11
1918,6.9329270190487808339762874473415728913373626871636E-11
1919,6.9623914085812699606614778233413451009740617953050E-11
1920,6.9919501685060021788639180869707855666310435063388E-11
1921,7.0216034865547646188538506175196756817038006038621E-11
1922,7.0513515505169629089805760849433047589507907722667E-11
1923,7.0811945482390316573480551791670301586517630983606E-11
1924,7.1111326676238452653250656489160513067479341652313E-11
1925,7.1411660966301290771212251126924831001213088360767E-11
1926,7.1712950232718708696431971068400174656388752773733E-11
1927,7.2015196356177326868284091207191871754494838170589E-11
1928,7.2318401217904630226366272487768168044536775858692E-11
1929,7.2622566699663093568627528736378448699919559972278E-11
1930,7.2927694683744310479172327911804797314888897570356E-11
1931,7.3233787052963125867035057037838661322197595612817E-11
1932,7.3540845690651772157049453454766166290503518786961E-11
1933,7.3848872480654009173768039644936941075981300269834E-11
1934,7.4157869307319267759217097747158945318136506530853E-11
1935,7.4467838055496797165103285955921818277351131165092E-11
1936,7.4778780610529816259918635264311844375903695097636E-11
1937,7.5090698858249668591221374394295968153651967321145E-11
1938,7.5403594684969981343200816185571916324341545208669E-11
1939,7.5717469977480828229465403085609741971780156688926E-11
1940,7.6032326623042896360823955580555908010422612408413E-11
1941,7.6348166509381657127661198291602844744711800624338E-11
1942,7.6664991524681541136339756877127007116190946317581E-11
1943,7.6982803557580117238892027650917325647068507295730E-11
1944,7.7301604497162275695096623755427032013955609001612E-11
1945,7.7621396232954415505865499601236435744589684479611E-11
1946,7.7942180654918635956699351865696604988031857165716E-11
1947,7.8263959653446932409800493381806664457243263068227E-11
1948,7.8586735119355396383264098470477060535483483702169E-11
1949,7.8910508943878419955600527384163807394683426172692E-11
1950,7.9235283018662904533673356227196196121466975023146E-11
1951,7.9561059235762474021969769668846294587321256610310E-11
1952,7.9887839487631692430952119621354522137552897556612E-11
1953,8.0215625667120285962071716450008097355834333878594E-11
1954,8.0544419667467369606858302830526132024494930631249E-11
1955,8.0874223382295678297331166666332862549888491649105E-11
1956,8.1205038705605802644810481102090736990078943328354E-11
1957,8.1536867531770429304040219178862337700303910110756E-11
1958,8.1869711755528585999366880610729152767711432317759E-11
1959,8.2203573271979891249551291044438576436748621782557E-11
1960,8.2538453976578808827623892496126388322282394925084E-11
1961,8.2874355765128906992027239927502047549657497094476E-11
1962,8.3211280533777122525122855594961795977893058861703E-11
1963,8.3549230179008029614973172327583037427963988976410E-11
1964,8.3888206597638113616143021694384274410271278354317E-11
1965,8.4228211686810049725098995520056391877289257095497E-11
1966,8.4569247343986986605619031796007137016291880051023E-11
1967,8.4911315466946834999458751086469438662163205947911E-11
1968,8.5254417953776561357355399406157202022979945861262E-11
1969,8.5598556702866486525284740587213229030612155599360E-11
1970,8.5943733612904589520720887681898349725635950772064E-11
1971,8.6289950582870816433483871268805010565430645777261E-11
1972,8.6637209512031394485594714931859117110043963092488E-11
1973,8.6985512299933151284392926932907468070135105558105E-11
1974,8.7334860846397839303006624452630856734162705140338E-11
1975,8.7685257051516465622100984965740473755107547316096E-11
1976,8.8036702815643626966666370562342549109577483042307E-11
1977,8.8389200039391850071443297528057457902648636132974E-11
1978,8.8742750623625937408417427433708434463303984864538E-11
1979,8.9097356469457318309653939526654853511459023818600E-11
1980,8.9453019478238405518577009508448911860582370570363E-11
1981,8.9809741551556957202636668958625931530154028415708E-11
1982,9.0167524591230444460142054836211613666037932547023E-11
1983,9.0526370499300424353876981756049919898352111225418E-11
1984,9.0886281178026918503950883176480304385366102643558E-11
1985,9.1247258529882797272175473311492881028420552036130E-11
1986,9.1609304457548169570094981540708341966113987319210E-11
1987,9.1972420863904778322635507364043899252496899206352E-11
1988,9.2336609652030401619176938547710279356531153357108E-11
1989,9.2701872725193259583688970030567152986887122222588E-11
1990,9.3068211986846426995411058384591893386023985835117E-11
1991,9.3435629340622251691394648113514170352923147674271E-11
1992,9.3804126690326778782064713776301103951505759510128E-11
1993,9.4173705939934180710796577767509797835587098339937E-11
1994,9.4544368993581193188343089488583376829615524053076E-11
1995,9.4916117755561557032786589500703872419495078888865E-11
1996,9.5288954130320465945529633942365883540068774011135E-11
1997,9.5662880022449020253678221888780495074385191649745E-11
1998,9.6037897336678686649011253274848676742568836575778E-11
1999,9.6414007977875763953570149332015620183228434595527E-11
2000,9.6791213851035854941742993019121130115390541108077E-11
2001,9.7169516861278344248558195459777367638400039459531E-11
2002,9.7548918913840882393743567719368807825543636989673E-11
2003,9.7929421914073875950947777133230444568798164806025E-11
2004,9.8311027767434983891362495587946278974958399191640E-11
2005,9.8693738379483620130825105398386845886650861328452E-11
2006,9.9077555655875462309323618436838179544035433034336E-11
2007,9.9462481502356966831667487664593428690943542295476E-11
2008,9.9848517824759890197930248882434264060694266334798E-11
2009,1.0023566652899581665211242603085967917778370160266E-10
2010,1.0062392952105069217731586739470933691876185054471E-10
2011,1.0101330870697936486556365424567072457168405572088E-10
2012,1.0140380599290013169024293942051814673549968167456E-10
2013,1.0179542328498929170899153269810347482443222510789E-10
2014,1.0218816248947570572469275420429415579114523052074E-10
2015,1.0258202551263536243208702802637967073039487618664E-10
2016,1.0297701426078595107735288732710740198857197865283E-10
2017,1.0337313064028144065785451106870597712027766491562E-10
2018,1.0377037655750666568909761252939286777903739117308E-10
2019,1.0416875391887191856578045264453028435571728372794E-10
2020,1.0456826463080754854367195834264055443084003231430E-10
2021,1.0496891059975856736889438896909658245110121287190E-10
2022,1.0537069373217926158103371407902973181622383815171E-10
2023,1.0577361593452781151634684480286094382398994379556E-10
2024,1.0617767911326091703718110009538643343386333665834E-10
2025,1.0658288517482843001356778991063471000061441342902E-10
2026,1.0698923602566799358279856112348885291354892142161E-10
2027,1.0739673357219968821264018025476440249414674481343E-10
2028,1.0780537972082068459369072114423345713263681734370E-10
2029,1.0821517637789990338622768703699268576804470372974E-10
2030,1.0862612544977268184674642646947001736359070860277E-10
2031,1.0903822884273544735923530221507614928933467507522E-10
2032,1.0945148846304039789608244371485981170409309050298E-10
2033,1.0986590621689018943335755720041102271256310675209E-10
2034,1.1028148401043263034506118542569072067010437114098E-10
2035,1.1069822374975538280078300185865099929952345674867E-10
2036,1.1111612734088067119106019362589818620644399721696E-10
2037,1.1153519668975999760457673472400046117733362634590E-10
2038,1.1195543370226886438119437726548172257936229840515E-10
2039,1.1237684028420150376465649505863396398155276174412E-10
2040,1.1279941834126561467865650185707334137333773811739E-10
2041,1.1322316977907710664981343737306496410390009098566E-10
2042,1.1364809650315485090094846883026640039140607948623E-10
2043,1.1407420041891543863790749562558251560837790596997E-10
2044,1.1450148343166794655302677075191225005755470537012E-10
2045,1.1492994744660870956819046616612478099818744667214E-10
2046,1.1535959436881610084028141141890809214626788453773E-10
2047,1.1579042610324531905167882673138412572875238158742E-10
2048,1.1622244455472318300830975443075566443137466332429E-10
2049,1.1665565162794293356761406735395294695196473447993E-10
2050,1.1709004922745904291863640059159297355915958526719E-10
2051,1.1752563925768203123631211485902012709963137660838E-10
2052,1.1796242362287329073186845691845033350694608641514E-10
2053,1.1840040422713991712111643589525843021083121592332E-10
2054,1.1883958297442954853226358507853435276694192032122E-10
2055,1.1927996176852521187473272790489153117231257975936E-10
2056,1.1972154251304017669032711531630241323118304706769E-10
2057,1.2016432711141281650793785056614156494585125967755E-10
2058,1.2060831746690147772284536781889466517001767300702E-10
2059,1.2105351548257935602152288353203793275224045905226E-10
2060,1.2149992306132938037270619559500034863628915118460E-10
2061,1.2194754210583910460535096548924039492852707171035E-10
2062,1.2239637451859560659395568427246590585528709584222E-10
2063,1.2284642220188039507158589491394130939441365238128E-10
2064,1.2329768705776432409079292233963683245071833059702E-10
2065,1.2375017098810251515247834939664853726217018765613E-10
2066,1.2420387589452928702261377271487832958217940329700E-10
2067,1.2465880367845309325658397801754279450935620637033E-10
2068,1.2511495624105146745078059068598262894694272932467E-10
2069,1.2557233548326597624093248518200330275248319224768E-10
2070,1.2603094330579718006651877712441274965883450101228E-10
2071,1.2649078160909960172047007524569983042497822521997E-10
2072,1.2695185229337670270322383794848900641958402394074E-10
2073,1.2741415725857586740006016155654591202259232214506E-10
2074,1.2787769840438339510050512541725013557274865015881E-10
2075,1.2834247763021949987844993355572943801785692612423E-10
2076,1.2880849683523331835149552438803488042922832392702E-10
2077,1.2927575791829792533789406984329489821023193622014E-10
2078,1.2974426277800535742932085388293700243497837856158E-10
2079,1.3021401331266164449757240858783766979418657219552E-10
2080,1.3068501142028184915314949444955122721842404069486E-10
2081,1.3115725899858511417354654097639967281366051793190E-10
2082,1.3163075794498971791893251492498265791056897886035E-10
2083,1.3210551015660813775277185709743548472818572611392E-10
2084,1.3258151753024212148479812539846518985847244170342E-10
2085,1.3305878196237776685361730240692684788779401861687E-10
2086,1.3353730534918060906608237075677129282032337551689E-10
2087,1.3401708958649071641044572980317630449959368826390E-10
2088,1.3449813656981779396016132302246499483419547801699E-10
2089,1.3498044819433629538507396799929748024114299762479E-10
2090,1.3546402635488054288659933032131193061590835973532E-10
2091,1.3594887294593985527336425984909915868085916736988E-10
2092,1.3643498986165368419364381326688104731510413846828E-10
2093,1.3692237899580675854079822114489289085796724464517E-10
2094,1.3741104224182423704778032154627022401495219945443E-10
2095,1.3790098149276686908665157606695626475226839318260E-10
2096,1.3839219864132616368891270867429394757534628262710E-10
2097,1.3888469557981956680232326336589233729712381841578E-10
2098,1.3937847420018564679975296405229047186844225803982E-10
2099,1.3987353639397928825547667971205094342595773341130E-10
2100,1.4036988405236689400419405030336355537886571348947E-10
2101,1.4086751906612159549792441465923816678532682798467E-10
2102,1.4136644332561847147579760115123141199284580016347E-10
2103,1.4186665872082977496163139577685924330515077525628E-10
2104,1.4236816714132016860405709099608449519666461868561E-10
2105,1.4287097047624196837382544259049212001466993226619E-10
2106,1.4337507061433039563279662151325284834129253011483E-10
2107,1.4388046944389883758898934359738367983286615134339E-10
2108,1.4438716885283411615193629254322622604869152233932E-10
2109,1.4489517072859176520246522125305136869053866939338E-10
2110,1.4540447695819131629089772375136907421547256153925E-10
2111,1.4591508942821159277753061504457553390255101059993E-10
2112,1.4642701002478601242913813974435151879582949667123E-10
2113,1.4694024063359789848510685250778020228753882669305E-10
2114,1.4745478313987579920668897472627601239360465698633E-10
2115,1.4797063942838881592273433280870978916542454339414E-10
2116,1.4848781138344193958513562422603921596337570685587E-10
2117,1.4900630088887139584709673858067768110876322890498E-10
2118,1.4952610982803999867720918269009354158356793780469E-10
2119,1.5004724008383251252219732137807549106080863543079E-10
2120,1.5056969353865102303106914968714721803680399445550E-10
2121,1.5109347207441031635328565789130541349266946779834E-10
2122,1.5161857757253326702343853832030199502285280040744E-10
2123,1.5214501191394623444480301291703156774971288579275E-10
2124,1.5267277697907446798400993294143273877305711082727E-10
2125,1.5320187464783752068895901760220939493940155467351E-10
2126,1.5373230679964467164197315692754777839603409843708E-10
2127,1.5426407531339035696007210615520074573565239946098E-10
2128,1.5479718206744960945412264459966806094186758079518E-10
2129,1.5533162893967350695850136160009061145983396886655E-10
2130,1.5586741780738462934278566601885122326725867354042E-10
2131,1.5640455054737252421686839409132475599436798232190E-10
2132,1.5694302903588918134077151345702079105284814453015E-10
2133,1.5748285514864451575031488915852531857029944430528E-10
2134,1.5802403076080185960967689049597198233602768166390E-10
2135,1.5856655774697346280176477608189421028359584300961E-10
2136,1.5911043798121600226719429845674948896214708471230E-10
2137,1.5965567333702610010255981939362556275745302332867E-10
2138,1.6020226568733585042855842272808149855863584034898E-10
2139,1.6075021690450835503841405337422660252860303224301E-10
2140,1.6129952886033326783693059930156499081091274283925E-10
