t,f(t)
2184,1.8684469016103730237963831211448792417920896842095E-10
2188,1.8930326379142563409816522118166151536621848664511E-10
2192,1.9178506402197772738547376901429709092833753625185E-10
2196,1.9429020838492815789233770491677617492681077274626E-10
2200,1.9681881420752475547083490590979234517393003739752E-10
2204,1.9937099860798826351495426028987352797641346366728E-10
2208,2.0194687849150970153853380940300651737096960878902E-10
2212,2.0454657054628549317956324157061616258643632102754E-10
2216,2.0717019123959041559909057411444530427273780076334E-10
2220,2.0981785681388842011189446623258372122605420702433E-10
2224,2.1248968328298136784444237291351339605794658820294E-10
2228,2.1518578642819571826315289033150199642680839384753E-10
2232,2.1790628179460720255230091794992304911356909088630E-10
2236,2.2065128468730350804571060567006218539542289733537E-10
2240,2.2342091016768499422931918375874779049195781675377E-10
2244,2.2621527304980345523239279266517951407266789303991E-10
2248,2.2903448789673893821324441978926765320709854018527E-10
2252,2.3187866901701462162033864906913590654482482271368E-10
2256,2.3474793046104975197124690335421612436823376232436E-10
2260,2.3764238601765063253960366375269707891391501195189E-10
2264,2.4056214921053965217355747775483931213209202484722E-10
2268,2.4350733329492233738774489057473490246508169883264E-10
2272,2.4647805125409240587406153172599759089397860783090E-10
2276,2.4947441579607479466397006945118521210038670894577E-10
2280,2.5249653935030663134626455560069276965059646318775E-10
2284,2.5554453406435611199858760772495558049385662886732E-10
2288,2.5861851180067924482804202732313035190452645001076E-10
2292,2.6171858413341441393541175708191928524321914976290E-10
2296,2.6484486234521471311825774045507684668214387543354E-10
2300,2.6799745742411799520992121208415153898217655811449E-10
2304,2.7117648006045457811367936095241585861785088811178E-10
2308,2.7438204064379254443337595224356353917666227411234E-10
2312,2.7761424925992056742320322398942411365677339386923E-10
2316,2.8087321568786819187934354395780214589339208956947E-10
2320,2.8415904939696349457428418794536786418192768329897E-10
2324,2.8747185954392804489018277077731158398560252211703E-10
2328,2.9081175497000908244006363326280601283351486842803E-10
2332,2.9417884419814882467423927845898363931995917880655E-10
2336,2.9757323543019081375354166522752119581895242657389E-10
2340,3.0099503654412320833007557521553765900304754814318E-10
2344,3.0444435509135892230962436688171507965036435540948E-10
2348,3.0792129829405250917689579563428275552621545975231E-10
2352,3.1142597304245368704483572174537527090608233076389E-10
2356,3.1495848589229739624159922696787006892504782198090E-10
2360,3.1851894306223027797278629831948962948239458998604E-10
2364,3.2210745043127345939155312097274927971722348927120E-10
2368,3.2572411353632152727452670150782802999071260410988E-10
2372,3.2936903756967756943640311868769278441381546327970E-10
2376,3.3304232737662416002001812402549171689998860289576E-10
2380,3.3674408745303016187086018688525789908315286252682E-10
2384,3.4047442194299321634476492870177132114558743691386E-10
2388,3.4423343463651778810419845913314193272262340360273E-10
2392,3.4802122896722862973141563761612702361642893812917E-10
2396,3.5183790801011952832517620901664125818764200690975E-10
2400,3.5568357447933719365092408026007325444206660702854E-10
2404,3.5955833072600014488168845205969805960770789368394E-10
2408,3.6346227873605245049775483461077506528046692256519E-10
2412,3.6739552012815217350668313743158968266968267832957E-10
2416,3.7135815615159437180082248274974176012377107943941E-10
2420,3.7535028768426850118639129794524463934346507587717E-10
2424,3.7937201523065006639575966133381202909783553412790E-10
2428,3.8342343891982636323209200250725603146485318973555E-10
2432,3.8750465850355615289228562571725952922602477935956E-10
2436,3.9161577335436310746947820222995915884677805549863E-10
2440,3.9575688246366286364960016784367547688403087244185E-10
2444,3.9992808443992351968682158973618306742389689464828E-10
2448,4.0412947750685940886959436339187544061296718330102E-10
2452,4.0836115950165798087162768071457287807118045637528E-10
2456,4.1262322787323962061986714678874807179970274122567E-10
2460,4.1691577968055023260368691187781846209631586643145E-10
2464,4.2123891159088641689536271067303136932270158727190E-10
2468,4.2559271987825306155078668990328925319500711238035E-10
2472,4.2997730042175317451062938142996457658439657190619E-10
2476,4.3439274870400977662506940707141845123456539258985E-10
2480,4.3883915980961967597911913497554751149603455453705E-10
2484,4.4331662842363894229979871932823999906848177713635E-10
2488,4.4782524883009989888027857485443859062698570131275E-10
2492,4.5236511491055944815895097777655757528913239470036E-10
2496,4.5693632014267854584253766569822944736612510847840E-10
2500,4.6153895759883263726112757682289017228185929100210E-10
2504,4.6617311994475286848880591197794605228498859000659E-10
2508,4.7083889943819788365562446123376084968435199809735E-10
2512,4.7553638792765601881441890934689166811765931249148E-10
2516,4.8026567685107770170875038091863588472568565875387E-10
2520,4.8502685723463786581538812690823330966516760508787E-10
2524,4.8982001969152818610561396324039819775335677774771E-10
2528,4.9464525442077894308357656918606899277733182235102E-10
2532,4.9950265120611032081631858977021861226144128023072E-10
2536,5.0439229941481294386830913021391486551161344543947E-10
2540,5.0931428799665745729271014449972721399729700867516E-10
2544,5.1426870548283295311156293968315769504252581446120E-10
2548,5.1925563998491404603698022259992602615012194142159E-10
2552,5.2427517919385640054465370070223248837893420275867E-10
2556,5.2932741037902051080892538931237381106752697872830E-10
2560,5.3441242038722353444471499301517720478635808090326E-10
2564,5.3953029564181898047514294263118370876547260305519E-10
2568,5.4468112214180405145414026559540803525072490636914E-10
2572,5.4986498546095443922009834593297112034171382807509E-10
2576,5.5508197074698637333909425570887685895512337745108E-10
2580,5.6033216272074572091384579241061919959516099735785E-10
2584,5.6561564567542393608672437546416230102672644514064E-10
2588,5.7093250347580065725130798167946027192108025200171E-10
2592,5.7628281955751274970651951808746476133059453218329E-10
2596,5.8166667692634959123980240562048140647602027998238E-10
2600,5.8708415815757439791047345769090303399248562136765E-10
2604,5.9253534539527138712080701080692894249164172576999E-10
2608,5.9802032035171857490999220452254845807149422815461E-10
2612,6.0353916430678600428432072539134641275483312794524E-10
2616,6.0909195810735920130526356540443847775959999017980E-10
2620,6.1467878216678765559494569528020386397815651042598E-10
2624,6.2029971646435812188539528815759526871664480158107E-10
2628,6.2595484054479253923330251559469623687573610049301E-10
2632,6.3164423351777036454535025282820245526634563586249E-10
2636,6.3736797405747511710995857824371625489123368998816E-10
2640,6.4312614040216493090900507696496169949086146339151E-10
2644,6.4891881035376691158723705540780589115530283546161E-10
2648,6.5474606127749509508717829793940565782922422707011E-10
2652,6.6060797010149180511285547175877223195941242329622E-10
2656,6.6650461331649220676613630889776515976175434370624E-10
2660,6.7243606697551185390439693992424545119578970809479E-10
2664,6.7840240669355702799713797810409189138915952740164E-10
2668,6.8440370764735766651157199247858030542739730850135E-10
2672,6.9044004457512267913263778140906112012914611866939E-10
2676,6.9651149177631745042089336124098180813697360754621E-10
2680,7.0261812311146332783183888963788325101403314294858E-10
2684,7.0876001200195889436196699184842231595908259389452E-10
2688,7.1493723142992282544978035660263166846221444541450E-10
2692,7.2114985393805813014370927863106545121573697501508E-10
2696,7.2739795162953757695286435640390363939364696695221E-10
2700,7.3368159616791010522043615315468979548328692845626E-10
2704,7.4000085877702802330287366887456830917334763553805E-10
2708,7.4635581024099479530031133620828178425051582194136E-10
2712,7.5274652090413321856464932902787739776642448779310E-10
2716,7.5917306067097379471080862861746809809158028961947E-10
2720,7.6563549900626309737356986750518532881031580765342E-10
2724,7.7213390493499194048665775574241463995138646482771E-10
2728,7.7866834704244315141195011383610204712590510220412E-10
2732,7.8523889347425875381447633106668106586573818344043E-10
2736,7.9184561193652636576283347386981017241082479339027E-10
2740,7.9848856969588461913440319787935731724620877897838E-10
2744,8.0516783357964740701991783452286571473889216028520E-10
2748,8.1188346997594676645212312574790133369934694578130E-10
2752,8.1863554483389420442814647415974691978192792409758E-10
2756,8.2542412366376027585433645102027257785821276362856E-10
2760,8.3224927153717222271542961197872638880064408001854E-10
2764,8.3911105308732948445656709599636242411822405822948E-10
2768,8.4600953250923689026657342187390019975396419700598E-10
2772,8.5294477355995534466367542703623998667819963273039E-10
2776,8.5991683955886981851013714834614026539064812261508E-10
2780,8.6692579338797445831977798619717583368471329770816E-10
2784,8.7397169749217462747169268210306209188662401515233E-10
2788,8.8105461387960569370437300840246015666287671501247E-10
2792,8.8817460412196837803651768997212877464931447949347E-10
2796,8.9533172935488048104378853709176429433945626241785E-10
2800,9.0252605027824480321431113231734303483691556341200E-10
2804,9.0975762715663307690951619953293640680805117638893E-10
2808,9.1702651981968572827066592689877440837724749770630E-10
2812,9.2433278766252728823480534177742048519273243918110E-10
2816,9.3167648964619727265662402549874759300693033239508E-10
2820,9.3905768429809635237451401334592240313104174786551E-10
2824,9.4647642971244763490967594584166391235399648394258E-10
2828,9.5393278355077288034617197488227091520853546837482E-10
2832,9.6142680304238347480706936102428438101504969933090E-10
2836,9.6895854498488598581698609619551077907760343158361E-10
2840,9.7652806574470212472416637681994262136091711835399E-10
2844,9.8413542125760294224541058695272821839053496290065E-10
2848,9.9178066702925708409449697000016753390875410212359E-10
2852,9.9946385813579293455889976631962731472245923389434E-10
2856,1.0071850492243744768003746880567970125488993309615E-9
2860,1.0149442945137906995720945929874157201038230971266E-9
2864,1.0227416477950583809682274573043571892435318495311E-9
2868,1.0305771624320380807509104999212008655171865534063E-9
2872,1.0384508913620631737342477246501945410812550436998E-9
2876,1.0463628870965817576450062128786872631979974080120E-9
2880,1.0543132017218112698248760185716370611528659448941E-9
2884,1.0623018868994056480892600635847067262146412218304E-9
2888,1.0703289938671348720123483163037031370293409015391E-9
2892,1.0783945734395767218674827746411087324621260289137E-9
2896,1.0864986760088205934153180459497788082584151976814E-9
2900,1.0946413515451832076998119326032256956769473184672E-9
2904,1.1028226495979360559834302987690172982077294891421E-9
2908,1.1110426192960444209279130761277935413905266088598E-9
2912,1.1193013093489178161053195519065126115805973367198E-9
2916,1.1275987680471716869056505467751511379345863554349E-9
2920,1.1359350432634002168919356594782194571206977030661E-9
2924,1.1443101824529600846410817717119924012826598846200E-9
2928,1.1527242326547650170988141927226811795429128648162E-9
2932,1.1611772404920909864695172445073303221378742111829E-9
2936,1.1696692521733918986565131199091622226186972281360E-9
2940,1.1782003134931256222651261347148454420563951489059E-9
2944,1.1867704698325902081795869257965846521271647939549E-9
2948,1.1953797661607701507252638069732704634547285319638E-9
2952,1.2040282470351925424296956356706959898394297596169E-9
2956,1.2127159566027929753992745509583195474868991653694E-9
2960,1.2214429386007910433330232975259243004362917461495E-9
2964,1.2302092363575752992005690920659517032475451515935E-9
2968,1.2390148927935975246179756858763035632464763300386E-9
2972,1.2478599504222761679624019891214799437737802485490E-9
2976,1.2567444513509088092744568635391039623249569730279E-9
2980,1.2656684372815935110054658989958931273254358325522E-9
2984,1.2746319495121589146755104904223303490131084989877E-9
2988,1.2836350289371029445168985039864030298647027133078E-9
2992,1.2926777160485399801865382629729889274793276730096E-9
2996,1.3017600509371563616393752782321466288953430011740E-9
3000,1.3108820732931740902634786304489241428795367025029E-9
3004,1.3200438224073225913853984351698336742574099659464E-9
3008,1.3292453371718184042619273244826974488431799918579E-9
3012,1.3384866560813526666812599509255259894316782989359E-9
3016,1.3477678172340862623026303674390678482316100338053E-9
3020,1.3570888583326524998686955553639426018393501388253E-9
3024,1.3664498166851671944291047068818716954464949048372E-9
3028,1.3758507292062460217167309855838781773498599396301E-9
3032,1.3852916324180290178198307438260449696431570554618E-9
3036,1.3947725624512120972938223790857361620545411098869E-9
3040,1.4042935550460854638553333987493538942620537144222E-9
3044,1.4138546455535787887985424612995081864640535643457E-9
3048,1.4234558689363130332695381605028303742010699795214E-9
3052,1.4330972597696587915283254366121409423056703820175E-9
3056,1.4427788522428010333201333523736972325944982103492E-9
3060,1.4525006801598101244677164474793620178335303379812E-9
3064,1.4622627769407190057843001062973702056825264256744E-9
3068,1.4720651756226064113926046707603227091993420276537E-9
3072,1.4819079088606860085189019108219458569803706188739E-9
3076,1.4917910089294013418122215838089279488250608524622E-9
3080,1.5017145077235264662175479438001785197089246775395E-9
3084,1.5116784367592721534080410635800131041075901460473E-9
3088,1.5216828271753975577549026244855172712423530082977E-9
3092,1.5317277097343272287843993634515754948825911017757E-9
3096,1.5418131148232733580396805929999259277931764160138E-9
3100,1.5519390724553631492303020530127418489064014713106E-9
3104,1.5621056122707712015147216817913894960754376793485E-9
3108,1.5723127635378567967203904937882486549254150579655E-9
3112,1.5825605551543059822623522971869226443981602796977E-9
3116,1.5928490156482783424744200123880137670243103507542E-9
3120,1.6031781731795583520169462329023499378446768621051E-9
3124,1.6135480555407112059718855809017348802765117958169E-9
3128,1.6239586901582430221791923089849937800691147642853E-9
3132,1.6344101040937653123085461998448189025374348357631E-9
3136,1.6449023240451636190968925564689603547303876188016E-9
3140,1.6554353763477702181152590989994685976731488982385E-9
3144,1.6660092869755407833577167080778502718631370952820E-9
3148,1.6766240815422349168711266465194890649954132475444E-9
3152,1.6872797853026004435664102447326846625140306782065E-9
3156,1.6979764231535613732704357437885030584260007369502E-9
3160,1.7087140196354094329921903221529833713520621674984E-9
3164,1.7194925989329990732876441073050492996164057030358E-9
3168,1.7303121848769458535145695377793697860193911847688E-9
3172,1.7411728009448281116715076430524184729875893313621E-9
3176,1.7520744702623918254140279752540430340474502915456E-9
3180,1.7630172156047585717363678401678988093507168783317E-9
3184,1.7740010593976364936974173494160934240056075585362E-9
3188,1.7850260237185341834567992738789005458437681627218E-9
3192,1.7960921302979773917694377289710858063029381434808E-9
3196,1.8071994005207284749654797374167519990695582823934E-9
3200,1.8183478554270084913166924076783827889049412146717E-9
3204,1.8295375157137218595604708681641369821343308363681E-9
3208,1.8407684017356834932183245377884037871291518116823E-9
3212,1.8520405335068483252071293968785373638618596487637E-9
3216,1.8633539307015431380985105073752610685305499134824E-9
3220,1.8747086126557006162344222092879731937715450686496E-9
3224,1.8861045983680955367552944950193405853095601278746E-9
3228,1.8975419065015830174409855294455757367427283816859E-9
3232,1.9090205553843387401041958074852272674509793471101E-9
3236,1.9205405630111010691109338390532021117690844147862E-9
3240,1.9321019470444149854330524713531855347132660326462E-9
3244,1.9437047248158777574637760590945749266692694515900E-9
3248,1.9553489133273862706484898247300030126971403432728E-9
3252,1.9670345292523859387998431358510540065744579203130E-9
3256,1.9787615889371211207784083414274857605870731697274E-9
3260,1.9905301084018869670277175631170864799341547457882E-9
3264,2.0023401033422826212554537588296635752678332229579E-9
3268,2.0141915891304657033508827870964022501521562434123E-9
3272,2.0260845808164080004222644060152650851282021109648E-9
3276,2.0380190931291522936269574045871114843337216412212E-9
3280,2.0499951404780702492512235959408120754150172835951E-9
3284,2.0620127369541213032763243364546527862608275338090E-9
3288,2.0740718963311124694423796164187802667873949939856E-9
3292,2.0861726320669590015916125330321046147278470698026E-9
3296,2.0983149573049458418380209168267943744283588477334E-9
3300,2.1104988848749897868711937083517712957150219121727E-9
3304,2.1227244272949023054579138856609076454157976231129E-9
3308,2.1349915967716529409563546634419273475863830357706E-9
3312,2.1473004052026332334040744701720294450237282386766E-9
3316,2.1596508641769210964826428034917946664629198895731E-9
3320,2.1720429849765455853985781877918228344812019814241E-9
3324,2.1844767785777519924523465969325258168005206795285E-9
3328,2.1969522556522672077944500924165535191092082929924E-9
3332,2.2094694265685652835901280298208038208089075311300E-9
3336,2.2220283013931331405318946889918795844753724666718E-9
3340,2.2346288898917363563520459754797923007441040921638E-9
3344,2.2472712015306849766953830005716732947403483456518E-9
3348,2.2599552454780992894157216291378263728196450204594E-9
3352,2.2726810306051755040582849037906670884807875130011E-9
3356,2.2854485654874512789838106736953034093120040775798E-9
3360,2.2982578584060710392791514739106956328130808736133E-9
3364,2.3111089173490510292833000341630965818461351376431E-9
3368,2.3240017500125440442371446696431464776147046711590E-9
3372,2.3369363638021037862398477403221394134093083193652E-9
3376,2.3499127658339487903645514604546321122139156818804E-9
3380,2.3629309629362258674511532662555916097236050186740E-9
3384,2.3759909616502730107541629334241050902250779895535E-9
3388,2.3890927682318817142791614474577896344556828199844E-9
3392,2.4022363886525586512921335706565520292226188109288E-9
3396,2.4154218286007866621319489423449568493485470243841E-9
3400,2.4286490934832850010975277232461470542971258314574E-9
3404,2.4419181884262687928177540776920505577363497718931E-9
3408,2.4552291182767076491440024900517188589715488999974E-9
3412,2.4685818876035833982322268197333745155551811826516E-9
3416,2.4819765006991468781039393603094045299831877966213E-9
3420,2.4954129615801737475930866823247990350537062661241E-9
3424,2.5088912739892192681988208466355191482996688543900E-9
3428,2.5224114413958720109724792463667269972058185319671E-9
3432,2.5359734669980064431707348612157003392851854988723E-9
3436,2.5495773537230343500058724877191925983284924265802E-9
3440,2.5632231042291550474184973424027743100369519461502E-9
3444,2.5769107209066043423877025098413251617326749625804E-9
3448,2.5906402058789021978788235924115214853896282118417E-9
3452,2.6044115610040990601094055504484077838284739028042E-9
3456,2.6182247878760208063899113983296237250513301935380E-9
3460,2.6320798878255122723670287921602121184789296139076E-9
3464,2.6459768619216793180641925981749691557245117938174E-9
3468,2.6599157109731293926761535900570212509133745940746E-9
3472,2.6738964355292105586321001338501443456011538445081E-9
3476,2.6879190358812489359949960413659540248170043307002E-9
3480,2.7019835120637845288134489732032817122164829617826E-9
3484,2.7160898638558053955865854143040583209663582044045E-9
3488,2.7302380907819801265420961809037730656180914723992E-9
3492,2.7444281921138885909628467809912211262239836445346E-9
3496,2.7586601668712509183282361466845470981738285963449E-9
3500,2.7729340138231546775628519564764637926940446677450E-9
3504,2.7872497314892802192069278949434052241356534821015E-9
3508,2.8016073181411241458406749329666820826422615074566E-9
3512,2.8160067718032208766077524697430446346319320941296E-9
3516,2.8304480902543622721919836095835398174643941980437E-9
3520,2.8449312710288152871059198288078370663536299507584E-9
3524,2.8594563114175376166500419171597038006966123457439E-9
3528,2.8740232084693913063972646623221203271986332011078E-9
3532,2.8886319589923542925490107985145519784700208931233E-9
3536,2.9032825595547298419964539721308399883303660136165E-9
3540,2.9179750064863538614036197915767915537437983018958E-9
3544,2.9327092958798000451078975122208495707408512013908E-9
3548,2.9474854235915828321081718261431102517731040698176E-9
3552,2.9623033852433581428812540173279485181805220972242E-9
3556,2.9771631762231218672335940086540889291195336251598E-9
3560,2.9920647916864060748574093292371791014483178235538E-9
3564,3.0070082265574729207183936842038828612568774173304E-9
3568,3.0219934755305062178560866757493170613013725306129E-9
3572,3.0370205330708006506278175074895053004692955465651E-9
3576,3.0520893934159486018728995422385564452843370644385E-9
3580,3.0672000505770245679154698447448678696082486302330E-9
3584,3.0823524983397671357620589181237811516950431755471E-9
3588,3.0975467302657584972836614469485166999560878138441E-9
3592,3.1127827396936014756017798157669876507028844164121E-9
3596,3.1280605197400940393236494118214908398815112831070E-9
3600,3.1433800633014012806936492804673353735582840293821E-9
3604,3.1587413630542248341457747145222775079029137232034E-9
3608,3.1741444114569697121560210506508779086233982935641E-9
3612,3.1895892007509085357036216309335403034124413623697E-9
3616,3.2050757229613431370563189631397271852525819948771E-9
3620,3.2206039698987635129972480544701939415700259063250E-9
3624,3.2361739331600041070095962499828201667401927747867E-9
3628,3.2517856041293973993299962971414091625059162333105E-9
3632,3.2674389739799247841726304652907945106068987393080E-9
3636,3.2831340336743647138132951171596662908876378172204E-9
3640,3.2988707739664380896062189586723977640303489829350E-9
3644,3.3146491854019508803862661353186435313472605547070E-9
3648,3.3304692583199339490853092978362140557151285371146E-9
3652,3.3463309828537800687640496705749122096068302440873E-9
3656,3.3622343489323781096294130060562155068842676603771E-9
3660,3.3781793462812443789728841183465022424109317237285E-9
3664,3.3941659644236510963267805075370068841049090127712E-9
3668,3.4101941926817519864935294979674555442499823682460E-9
3672,3.4262640201777049734575254187742019174454660936777E-9
3676,3.4423754358347919585401257830878724294866466956047E-9
3680,3.4585284283785356665058203157242414526532543464293E-9
3684,3.4747229863378135436715961968314659530803189335818E-9
3688,3.4909590980459686924120492000043627936507553709515E-9
3692,3.5072367516419178267898756849004419861323995413068E-9
3696,3.5235559350712562343750468379510075093824047186748E-9
3700,3.5399166360873597296462363232787974435416632590026E-9
3704,3.5563188422524835846949677906276517911402808149229E-9
3708,3.5727625409388584232764916644778330092314797199884E-9
3712,3.5892477193297830645716134773990687943028033852862E-9
3716,3.6057743644207143033406008693765244027354241491888E-9
3720,3.6223424630203536134639153982689573958194690139912E-9
3724,3.6389520017517307621748706235473465766906603502952E-9
3728,3.6556029670532843225964316460357880828928892014253E-9
3732,3.6722953451799390724982654991173241324282597051166E-9
3736,3.6890291222041802674908485563496450020537567728239E-9
3740,3.7058042840171247771709584847108366501992924745434E-9
3744,3.7226208163295890730272462408368345367218782667281E-9
3748,3.7394787046731540572058201573161905602677825888458E-9
3752,3.7563779344012267215239012413504838633040938718324E-9
3756,3.7733184906900986264046483168390502535123509513126E-9
3760,3.7903003585400011896882254529327760425566418161114E-9
3764,3.8073235227761577755531140666310997419229731708112E-9
3768,3.8243879680498325740575799508290608216762461333609E-9
3772,3.8414936788393762620841130044942753514254404800999E-9
3776,3.8586406394512684367395863238569353491080294272115E-9
3780,3.8758288340211568125308531994978469021563098157721E-9
3784,3.8930582465148931738995370503426689774339392341182E-9
3788,3.9103288607295660749608919557153417472182706616323E-9
3792,3.9276406602945302785498417104203305234938250373955E-9
3796,3.9449936286724329269326646589303865832168372606774E-9
3800,3.9623877491602364367953013390062859293939828631024E-9
3804,3.9798230048902381113689434988639912558415536668423E-9
3808,3.9972993788310864628004376006292089333170035808126E-9
3812,4.0148168537887942381191246788750401831727773654456E-9
3816,4.0323754124077481423930625148632697405664490664125E-9
3820,4.0499750371717152529061565772695263071814748976024E-9
3824,4.0676157104048461184235840639881216326660602463939E-9
3828,4.0852974142726745378460515837288960344993081376777E-9
3832,4.1030201307831140127839023971142432709369655481998E-9
3836,4.1207838417874508688099044800204876467924464615290E-9
3840,4.1385885289813340403747266894155718585585287162246E-9
3844,4.1564341739057615145916676423538979403413051916593E-9
3848,4.1743207579480634293171611252909046860241851328185E-9
3852,4.1922482623428818211709634202307705820279013656275E-9
3856,4.2102166681731470193547522755797604305726870074177E-9
3860,4.2282259563710506813401546933820713611935608417114E-9
3864,4.2462761077190154667069915014890167922592100924309E-9
3868,4.2643671028506613456198009989126691577530082752424E-9
3872,4.2824989222517685386355018930093345121541233919429E-9
3876,4.3006715462612370847373972932174794262341418778922E-9
3880,4.3188849550720430346906266089986394789189530545872E-9
3884,4.3371391287321912670116606558043736247206808381477E-9
3888,4.3554340471456649240395268530792044221114075317187E-9
3892,4.3737696900733714657891657667668483324801383579722E-9
3896,4.3921460371340853394576769824408299869536888617674E-9
3900,4.4105630678053872626422308828259944889105896836888E-9
3904,4.4290207614246001185141227450100146866236847262444E-9
3908,4.4475190971897214613768459783196993292744907402761E-9
3912,4.4660580541603526312171815135607586256071419317287E-9
3916,4.4846376112586244760371594569623605859165324671447E-9
3920,4.5032577472701196809313661749097679142677139358055E-9
3924,4.5219184408447917030484639232508785676734566373885E-9
3928,4.5406196704978803117479798295652970551304001672580E-9
3932,4.5593614146108237334334252367292639524072459585400E-9
3936,4.5781436514321674007106437857889602794705920398610E-9
3940,4.5969663590784693056859757253859938347806895029588E-9
3944,4.6158295155352019573823852585034999984239721990290E-9
3948,4.6347330986576509434131456543067876063133655118057E-9
3952,4.6536770861718100962120316465189787420547120244381E-9
3956,4.6726614556752732642762484968418633207826685562044E-9
3960,4.6916861846381226890335501123017359937017144975607E-9
3964,4.7107512504038139880981827617345984908687339627792E-9
3968,4.7298566301900577458314541339952010487992498454301E-9
3972,4.7490023010896977122718875160132430073002138862444E-9
3976,4.7681882400715856116470954414025784570572538526801E-9
3980,4.7874144239814525618247138702714010172009493176478E-9
3984,4.8066808295427771062029943096595731273527858353173E-9
3988,4.8259874333576498596829746740198344175759159875556E-9
3992,4.8453342119076347705035574193974375694330722658983E-9
3996,4.8647211415546269998583327669189260835406222591995E-9
4000,4.8841481985417074213486127645789289022010011014944E-9
4004,4.9036153589939937424609055248646995363496386517500E-9
4008,4.9231225989194882503889751231117978512136829610761E-9
4012,4.9426698942099221846507181510002115511927834722713E-9
4016,4.9622572206415967390783594942340156524132631123885E-9
4020,4.9818845538762206958869441456350519999967950871612E-9
4024,5.0015518694617446946507952764379187659346194384183E-9
4028,5.0212591428331921391405377706120161015685368432964E-9
4032,5.0410063493134867450944672798970515881672614322130E-9
4036,5.0607934641142767321174937804374839842298507073447E-9
4040,5.0806204623367556630186217040931478990438980068316E-9
4044,5.1004873189724799340139619764572074800139784636869E-9
4048,5.1203940089041829193366206162048017903554594535319E-9
4052,5.1403405069065857739074897326147827389700261992650E-9
4056,5.1603267876472048978319954950730846049977896554094E-9
4060,5.1803528256871560665972495343644342326447519405634E-9
4064,5.2004185954819552309518207640849706094929048903437E-9
4068,5.2205240713823159905565091743272261663363926629937E-9
4072,5.2406692276349437455990770410073798417429540032722E-9
4076,5.2608540383833265306688914043543296181172405295276E-9
4080,5.2810784776685225352888696902134697890055255744471E-9
4084,5.3013425194299443156020129686161277939271630694056E-9
4088,5.3216461375061397018081734559570255517119302201046E-9
4092,5.3419893056355694060435492604133263585714916715489E-9
4096,5.3623719974573813354907447352552851487956533576149E-9
4100,5.3827941865121816156010937319366032744584773414027E-9
4104,5.4032558462428023284033300251418326402228813394433E-9
4108,5.4237569499950659709636186066437168007932796671399E-9
4112,5.4442974710185466391514477059082925566031275735189E-9
4116,5.4648773824673279419539384857829726899192906208826E-9
4120,5.4854966574007576516677714752971774980302067810520E-9
4124,5.5061552687841990953831699338729275710824410142983E-9
4128,5.5268531894897792932582343888723574455775493601553E-9
4132,5.5475903922971338491644033499285488340216961608880E-9
4136,5.5683668498941485993649363794204212528066584369071E-9
4140,5.5891825348776980249680908914886022373584575020281E-9
4144,5.6100374197543804339751067673492966744908756825356E-9
4148,5.6309314769412499188202365202854142678114694002070E-9
4152,5.6518646787665450953758766305216685513552295758497E-9
4156,5.6728369974704146294703810124470653513036274877023E-9
4160,5.6938484052056395570393834921225031100026902284030E-9
4164,5.7148988740383524041034356833461630507194501358670E-9
4168,5.7359883759487531128354926815399498960304252395415E-9
4172,5.7571168828318217800512643766172238772632808217476E-9
4176,5.7782843664980282145237076538123304575009090752016E-9
4180,5.7994907986740383195899769452955855146560237357321E-9
4184,5.8207361510034173075849900607684017305506395889193E-9
4188,5.8420203950473297527004154133711144204909231670528E-9
4192,5.8633435022852364889313580254480419146589424799728E-9
4196,5.8847054441155883598353273107158201719800085690080E-9
4200,5.9061061918565168268892217556409270902842642010299E-9
4204,5.9275457167465214432900763409232975137576392043378E-9
4208,5.9490239899451542001041998389371870525263692774802E-9
4212,5.9705409825337007517270928876499767553532030070749E-9
4216,5.9920966655158585276731957769614233580344962049704E-9
4220,6.0136910098184117377700788991716805254703225877897E-9
4224,6.0353239862919032778861704299168566685480075811520E-9
4228,6.0569955657113035433745265472338570833193836159748E-9
4232,6.0787057187766761574675008019495713013635025792832E-9
4236,6.1004544161138406219084724699273030478979918838185E-9
4240,6.1222416282750318971570601039066723124883721264279E-9
4244,6.1440673257395569195534872286638751194504509955835E-9
4248,6.1659314789144480628759932681774903320503109622221E-9
4252,6.1878340581351135517724053492508608592112234285888E-9
4256,6.2097750336659848345932164965192626207035413049348E-9
4260,6.2317543757011609231987637353338804092300385856572E-9
4264,6.2537720543650497073573764809223365089245442681180E-9
4268,6.2758280397130062513946819570299825078362228969813E-9
4272,6.2979223017319680807966208112119794194924729179404E-9
4276,6.3200548103410874665101530474687162518413690225329E-9
4280,6.3422255353923607147261322649439689392268369417394E-9
4284,6.3644344466712544699684052738602009027854936985961E-9
4288,6.3866815138973290393518646720748538287934504112011E-9
4292,6.4089667067248587459099540387626436711934397806075E-9
4296,6.4312899947434493189290090831806025125638295707616E-9
4300,6.4536513474786523292628233403678996364629059937313E-9
4304,6.4760507343925766776359637132130052697733400283541E-9
4308,6.4984881248844971439786391203931487003407753777943E-9
4312,6.5209634882914600058693544390648210214861421650283E-9
4316,6.5434767938888857341941714651113405449778434769416E-9
4320,6.5660280108911687741631583063698750030483952527410E-9
4324,6.5886171084522744198555479490274948705028084382617E-9
4328,6.6112440556663327904952550875253565559252943117912E-9
4332,6.6339088215682299166877269972883745680504609426555E-9
