t,f(v)
-3621541303257144795523253547199505.497118089202802915388964662024503681319811084009487428514007543719545058929913706763910562678686230749118610858900605699529549431005645428006487255402874225788493097017650645634966710745477179144750424697411274682608205569730695555038777129920581198329846656915582208688353534411849317882576519899122661182246315943226961903589822784723726355590329039409319559400943144212832297857084113593044477791083078193445864870824456923761036356795079771329467174236225385001547697927958089555972358955691582247322024952089526922731324694497297582127510282056847520363974374149760294668857331203409356658169925218606763369039328760042381653768084591226306978372857934410993550271143260231543209280226525267196264870229126220276079881013492122448776280109562518713788315335729736240631189373122376087068963676293008459999578282267647375619543874141414284645210980771234889456823493384824177842078472789850798017846214972328142997380867113975155749508023302783315465999936962732,6.5499557720602446643665858640853340265991310231019E+50
